OID_,AFFGEOID_Tract_2020,fipstate_2020,fipcounty_2020,geoid_county_2020,fiptract_2020,geoid_tract_2020,State_Name,County_Name,CensusTract_Name,Mine_Closure,Generator_Closure,Adjacent_to_Closure,Tract_Status,date_last_update,dataset_version,record_added,Shape_Length,Shape_Area
18,1400000US01003010100,01,003,01003,010100,01003010100,Alabama,Baldwin County,Census Tract 101,No,No,Yes,is an energy community because it directly adjoins a census tract with a qualifying coal closure,5/23/2023 0:00:00,2.000000000000000,3/28/2023 0:00:00,1.700086337808631,0.095410394184001
71,1400000US01007010001,01,007,01007,010001,01007010001,Alabama,Bibb County,Census Tract 100.01,Yes,No,Yes,is an energy community due to a coal mine closure,5/23/2023 0:00:00,2.000000000000000,3/28/2023 0:00:00,0.885809776964697,0.022620935178500
72,1400000US01007010005,01,007,01007,010005,01007010005,Alabama,Bibb County,Census Tract 100.05,No,No,Yes,is an energy community because it directly adjoins a census tract with a qualifying coal closure,5/23/2023 0:00:00,2.000000000000000,3/28/2023 0:00:00,0.424830675717413,0.006187663448500
73,1400000US01007010006,01,007,01007,010006,01007010006,Alabama,Bibb County,Census Tract 100.06,Yes,No,Yes,is an energy community due to a coal mine closure,5/23/2023 0:00:00,2.000000000000000,3/28/2023 0:00:00,0.518316511961941,0.011415149619000
74,1400000US01007010007,01,007,01007,010007,01007010007,Alabama,Bibb County,Census Tract 100.07,No,No,Yes,is an energy community because it directly adjoins a census tract with a qualifying coal closure,5/23/2023 0:00:00,2.000000000000000,3/28/2023 0:00:00,1.197363313699086,0.037826898489498
75,1400000US01007010008,01,007,01007,010008,01007010008,Alabama,Bibb County,Census Tract 100.08,Yes,No,Yes,is an energy community due to a coal mine closure,5/23/2023 0:00:00,2.000000000000000,3/28/2023 0:00:00,1.105164698680371,0.029278788376500
76,1400000US01007010009,01,007,01007,010009,01007010009,Alabama,Bibb County,Census Tract 100.09,No,No,Yes,is an energy community because it directly adjoins a census tract with a qualifying coal closure,5/23/2023 0:00:00,2.000000000000000,3/28/2023 0:00:00,0.526762534348111,0.006549820258000
77,1400000US01007010010,01,007,01007,010010,01007010010,Alabama,Bibb County,Census Tract 100.10,No,No,Yes,is an energy community because it directly adjoins a census tract with a qualifying coal closure,5/23/2023 0:00:00,2.000000000000000,3/28/2023 0:00:00,0.399576269189647,0.005247011325000
78,1400000US01007010011,01,007,01007,010011,01007010011,Alabama,Bibb County,Census Tract 100.11,No,No,Yes,is an energy community because it directly adjoins a census tract with a qualifying coal closure,5/23/2023 0:00:00,2.000000000000000,3/28/2023 0:00:00,0.955372288705470,0.037346164028000
80,1400000US01009050104,01,009,01009,050104,01009050104,Alabama,Blount County,Census Tract 501.04,No,No,Yes,is an energy community because it directly adjoins a census tract with a qualifying coal closure,5/23/2023 0:00:00,2.000000000000000,3/28/2023 0:00:00,0.597107563485727,0.007514530832500
84,1400000US01009050200,01,009,01009,050200,01009050200,Alabama,Blount County,Census Tract 502,No,No,Yes,is an energy community because it directly adjoins a census tract with a qualifying coal closure,5/23/2023 0:00:00,2.000000000000000,3/28/2023 0:00:00,0.867775195315935,0.011425407754000
89,1400000US01009050502,01,009,01009,050502,01009050502,Alabama,Blount County,Census Tract 505.02,No,No,Yes,is an energy community because it directly adjoins a census tract with a qualifying coal closure,5/23/2023 0:00:00,2.000000000000000,3/28/2023 0:00:00,0.659858609140877,0.011019595706500
90,1400000US01009050601,01,009,01009,050601,01009050601,Alabama,Blount County,Census Tract 506.01,No,No,Yes,is an energy community because it directly adjoins a census tract with a qualifying coal closure,5/23/2023 0:00:00,2.000000000000000,3/28/2023 0:00:00,0.493814777502725,0.008184218684500
91,1400000US01009050603,01,009,01009,050603,01009050603,Alabama,Blount County,Census Tract 506.03,No,No,Yes,is an energy community because it directly adjoins a census tract with a qualifying coal closure,5/23/2023 0:00:00,2.000000000000000,3/28/2023 0:00:00,0.514143772515580,0.005434426982500
93,1400000US01009050701,01,009,01009,050701,01009050701,Alabama,Blount County,Census Tract 507.01,No,No,Yes,is an energy community because it directly adjoins a census tract with a qualifying coal closure,5/23/2023 0:00:00,2.000000000000000,3/28/2023 0:00:00,0.558967553574763,0.011523415357499
94,1400000US01009050702,01,009,01009,050702,01009050702,Alabama,Blount County,Census Tract 507.02,Yes,No,No,is an energy community due to a coal mine closure,5/23/2023 0:00:00,2.000000000000000,3/28/2023 0:00:00,0.637433858223182,0.008416999562000
155,1400000US01019955701,01,019,01019,955701,01019955701,Alabama,Cherokee County,Census Tract 9557.01,No,No,Yes,is an energy community because it directly adjoins a census tract with a qualifying coal closure,5/23/2023 0:00:00,2.000000000000000,3/28/2023 0:00:00,0.840374550979137,0.013336014722000
161,1400000US01019956101,01,019,01019,956101,01019956101,Alabama,Cherokee County,Census Tract 9561.01,No,No,Yes,is an energy community because it directly adjoins a census tract with a qualifying coal closure,5/23/2023 0:00:00,2.000000000000000,3/28/2023 0:00:00,0.851496187699921,0.020573617468000
170,1400000US01021060404,01,021,01021,060404,01021060404,Alabama,Chilton County,Census Tract 604.04,No,No,Yes,is an energy community because it directly adjoins a census tract with a qualifying coal closure,5/23/2023 0:00:00,2.000000000000000,3/28/2023 0:00:00,0.553755371300628,0.015911609455000
185,1400000US01025957901,01,025,01025,957901,01025957901,Alabama,Clarke County,Census Tract 9579.01,No,No,Yes,is an energy community because it directly adjoins a census tract with a qualifying coal closure,5/23/2023 0:00:00,2.000000000000000,3/28/2023 0:00:00,0.969314870962426,0.036045254080998
186,1400000US01025957902,01,025,01025,957902,01025957902,Alabama,Clarke County,Census Tract 9579.02,No,No,Yes,is an energy community because it directly adjoins a census tract with a qualifying coal closure,5/23/2023 0:00:00,2.000000000000000,3/28/2023 0:00:00,0.655994349651907,0.010475888026000
187,1400000US01025958003,01,025,01025,958003,01025958003,Alabama,Clarke County,Census Tract 9580.03,No,No,Yes,is an energy community because it directly adjoins a census tract with a qualifying coal closure,5/23/2023 0:00:00,2.000000000000000,3/28/2023 0:00:00,2.245937811245984,0.057560005099501
216,1400000US01033020500,01,033,01033,020500,01033020500,Alabama,Colbert County,Census Tract 205,No,No,Yes,is an energy community because it directly adjoins a census tract with a qualifying coal closure,5/23/2023 0:00:00,2.000000000000000,3/28/2023 0:00:00,0.274363741441099,0.002383810501000
217,1400000US01033020600,01,033,01033,020600,01033020600,Alabama,Colbert County,Census Tract 206,No,No,Yes,is an energy community because it directly adjoins a census tract with a qualifying coal closure,5/23/2023 0:00:00,2.000000000000000,3/28/2023 0:00:00,0.152321240974227,0.000972790032000
224,1400000US01033020901,01,033,01033,020901,01033020901,Alabama,Colbert County,Census Tract 209.01,No,No,Yes,is an energy community because it directly adjoins a census tract with a qualifying coal closure,5/23/2023 0:00:00,2.000000000000000,3/28/2023 0:00:00,0.571926986108179,0.013127843202499
225,1400000US01033020902,01,033,01033,020902,01033020902,Alabama,Colbert County,Census Tract 209.02,No,Yes,No,is an energy community due to a coal-fired electric generating unit retirement,5/23/2023 0:00:00,2.000000000000000,3/28/2023 0:00:00,0.779275726468040,0.026231769147000
226,1400000US01033021000,01,033,01033,021000,01033021000,Alabama,Colbert County,Census Tract 210,No,No,Yes,is an energy community because it directly adjoins a census tract with a qualifying coal closure,5/23/2023 0:00:00,2.000000000000000,3/28/2023 0:00:00,1.165816628274535,0.065863826398001
273,1400000US01043965501,01,043,01043,965501,01043965501,Alabama,Cullman County,Census Tract 9655.01,No,No,Yes,is an energy community because it directly adjoins a census tract with a qualifying coal closure,5/23/2023 0:00:00,2.000000000000000,3/28/2023 0:00:00,0.549582472189600,0.009469842706500
274,1400000US01043965502,01,043,01043,965502,01043965502,Alabama,Cullman County,Census Tract 9655.02,No,No,Yes,is an energy community because it directly adjoins a census tract with a qualifying coal closure,5/23/2023 0:00:00,2.000000000000000,3/28/2023 0:00:00,0.504617900075718,0.009752645692000
275,1400000US01043965600,01,043,01043,965600,01043965600,Alabama,Cullman County,Census Tract 9656,No,No,Yes,is an energy community because it directly adjoins a census tract with a qualifying coal closure,5/23/2023 0:00:00,2.000000000000000,3/28/2023 0:00:00,0.736201450027785,0.013140126752500
276,1400000US01043965700,01,043,01043,965700,01043965700,Alabama,Cullman County,Census Tract 9657,Yes,No,Yes,is an energy community due to a coal mine closure,5/23/2023 0:00:00,2.000000000000000,3/28/2023 0:00:00,0.845768352265493,0.019754192515501
309,1400000US01049960102,01,049,01049,960102,01049960102,Alabama,DeKalb County,Census Tract 9601.02,No,No,Yes,is an energy community because it directly adjoins a census tract with a qualifying coal closure,5/23/2023 0:00:00,2.000000000000000,3/28/2023 0:00:00,0.597883068384636,0.010700670943501
310,1400000US01049960200,01,049,01049,960200,01049960200,Alabama,DeKalb County,Census Tract 9602,No,No,Yes,is an energy community because it directly adjoins a census tract with a qualifying coal closure,5/23/2023 0:00:00,2.000000000000000,3/28/2023 0:00:00,0.497981674980338,0.011270735234000
392,1400000US01057020000,01,057,01057,020000,01057020000,Alabama,Fayette County,Census Tract 200,No,No,Yes,is an energy community because it directly adjoins a census tract with a qualifying coal closure,5/23/2023 0:00:00,2.000000000000000,3/28/2023 0:00:00,0.962866957034740,0.030327758324001
393,1400000US01057020100,01,057,01057,020100,01057020100,Alabama,Fayette County,Census Tract 201,No,No,Yes,is an energy community because it directly adjoins a census tract with a qualifying coal closure,5/23/2023 0:00:00,2.000000000000000,3/28/2023 0:00:00,1.015323404245925,0.035929450368499
395,1400000US01057020300,01,057,01057,020300,01057020300,Alabama,Fayette County,Census Tract 203,No,No,Yes,is an energy community because it directly adjoins a census tract with a qualifying coal closure,5/23/2023 0:00:00,2.000000000000000,3/28/2023 0:00:00,1.049708446111897,0.035594061224999
396,1400000US01057020400,01,057,01057,020400,01057020400,Alabama,Fayette County,Census Tract 204,Yes,No,Yes,is an energy community due to a coal mine closure,5/23/2023 0:00:00,2.000000000000000,3/28/2023 0:00:00,1.282465441090824,0.041621653031999
399,1400000US01059973100,01,059,01059,973100,01059973100,Alabama,Franklin County,Census Tract 9731,No,No,Yes,is an energy community because it directly adjoins a census tract with a qualifying coal closure,5/23/2023 0:00:00,2.000000000000000,3/28/2023 0:00:00,1.006494550902894,0.031449407023499
406,1400000US01059973702,01,059,01059,973702,01059973702,Alabama,Franklin County,Census Tract 9737.02,No,No,Yes,is an energy community because it directly adjoins a census tract with a qualifying coal closure,5/23/2023 0:00:00,2.000000000000000,3/28/2023 0:00:00,0.282933647191180,0.003716876130999
407,1400000US01059973703,01,059,01059,973703,01059973703,Alabama,Franklin County,Census Tract 9737.03,No,No,Yes,is an energy community because it directly adjoins a census tract with a qualifying coal closure,5/23/2023 0:00:00,2.000000000000000,3/28/2023 0:00:00,0.671264535810367,0.018400620454500
457,1400000US01071950101,01,071,01071,950101,01071950101,Alabama,Jackson County,Census Tract 9501.01,No,No,Yes,is an energy community because it directly adjoins a census tract with a qualifying coal closure,5/23/2023 0:00:00,2.000000000000000,3/28/2023 0:00:00,0.589341734555778,0.011727503775000
458,1400000US01071950102,01,071,01071,950102,01071950102,Alabama,Jackson County,Census Tract 9501.02,Yes,No,Yes,is an energy community due to a coal mine closure,5/23/2023 0:00:00,2.000000000000000,3/28/2023 0:00:00,0.846387402979742,0.023975566121500
459,1400000US01071950200,01,071,01071,950200,01071950200,Alabama,Jackson County,Census Tract 9502,No,No,Yes,is an energy community because it directly adjoins a census tract with a qualifying coal closure,5/23/2023 0:00:00,2.000000000000000,3/28/2023 0:00:00,0.478520180337396,0.009453016430501
460,1400000US01071950301,01,071,01071,950301,01071950301,Alabama,Jackson County,Census Tract 9503.01,Yes,No,Yes,is an energy community due to a coal mine closure,5/23/2023 0:00:00,2.000000000000000,3/28/2023 0:00:00,1.113594213053839,0.047904891167001
461,1400000US01071950302,01,071,01071,950302,01071950302,Alabama,Jackson County,Census Tract 9503.02,No,Yes,Yes,is an energy community due to a coal-fired electric generating unit retirement,5/23/2023 0:00:00,2.000000000000000,3/28/2023 0:00:00,0.589161080185966,0.008697369036999
462,1400000US01071950400,01,071,01071,950400,01071950400,Alabama,Jackson County,Census Tract 9504,No,No,Yes,is an energy community because it directly adjoins a census tract with a qualifying coal closure,5/23/2023 0:00:00,2.000000000000000,3/28/2023 0:00:00,1.301898464389740,0.054594077694000
464,1400000US01071950601,01,071,01071,950601,01071950601,Alabama,Jackson County,Census Tract 9506.01,No,No,Yes,is an energy community because it directly adjoins a census tract with a qualifying coal closure,5/23/2023 0:00:00,2.000000000000000,3/28/2023 0:00:00,1.018325112449267,0.023485286013999
468,1400000US01071950901,01,071,01071,950901,01071950901,Alabama,Jackson County,Census Tract 9509.01,No,No,Yes,is an energy community because it directly adjoins a census tract with a qualifying coal closure,5/23/2023 0:00:00,2.000000000000000,3/28/2023 0:00:00,0.383604335096158,0.005784524398001
470,1400000US01071951000,01,071,01071,951000,01071951000,Alabama,Jackson County,Census Tract 9510,Yes,No,Yes,is an energy community due to a coal mine closure,5/23/2023 0:00:00,2.000000000000000,3/28/2023 0:00:00,0.787580980185156,0.020183648905998
471,1400000US01071951101,01,071,01071,951101,01071951101,Alabama,Jackson County,Census Tract 9511.01,No,No,Yes,is an energy community because it directly adjoins a census tract with a qualifying coal closure,5/23/2023 0:00:00,2.000000000000000,3/28/2023 0:00:00,0.619437424227623,0.014942514594000
572,1400000US01073011206,01,073,01073,011206,01073011206,Alabama,Jefferson County,Census Tract 112.06,No,No,Yes,is an energy community because it directly adjoins a census tract with a qualifying coal closure,5/23/2023 0:00:00,2.000000000000000,3/28/2023 0:00:00,0.370943023632174,0.005279740332002
577,1400000US01073011301,01,073,01073,011301,01073011301,Alabama,Jefferson County,Census Tract 113.01,No,No,Yes,is an energy community because it directly adjoins a census tract with a qualifying coal closure,5/23/2023 0:00:00,2.000000000000000,3/28/2023 0:00:00,0.410088667940126,0.006102075308500
578,1400000US01073011303,01,073,01073,011303,01073011303,Alabama,Jefferson County,Census Tract 113.03,No,No,Yes,is an energy community because it directly adjoins a census tract with a qualifying coal closure,5/23/2023 0:00:00,2.000000000000000,3/28/2023 0:00:00,0.348604312062527,0.002997099461000
579,1400000US01073011304,01,073,01073,011304,01073011304,Alabama,Jefferson County,Census Tract 113.04,Yes,No,Yes,is an energy community due to a coal mine closure,5/23/2023 0:00:00,2.000000000000000,3/28/2023 0:00:00,0.380055907983184,0.002007875219000
580,1400000US01073011401,01,073,01073,011401,01073011401,Alabama,Jefferson County,Census Tract 114.01,No,No,Yes,is an energy community because it directly adjoins a census tract with a qualifying coal closure,5/23/2023 0:00:00,2.000000000000000,3/28/2023 0:00:00,0.330179556006146,0.002678345997000
581,1400000US01073011402,01,073,01073,011402,01073011402,Alabama,Jefferson County,Census Tract 114.02,Yes,No,Yes,is an energy community due to a coal mine closure,5/23/2023 0:00:00,2.000000000000000,3/28/2023 0:00:00,0.508277127026132,0.008368975229000
582,1400000US01073011500,01,073,01073,011500,01073011500,Alabama,Jefferson County,Census Tract 115,No,No,Yes,is an energy community because it directly adjoins a census tract with a qualifying coal closure,5/23/2023 0:00:00,2.000000000000000,3/28/2023 0:00:00,0.683514592110353,0.009043025543001
583,1400000US01073011600,01,073,01073,011600,01073011600,Alabama,Jefferson County,Census Tract 116,Yes,No,Yes,is an energy community due to a coal mine closure,5/23/2023 0:00:00,2.000000000000000,3/28/2023 0:00:00,0.572838070098498,0.010329570174000
584,1400000US01073011704,01,073,01073,011704,01073011704,Alabama,Jefferson County,Census Tract 117.04,Yes,No,Yes,is an energy community due to a coal mine closure,5/23/2023 0:00:00,2.000000000000000,3/28/2023 0:00:00,0.519951701986256,0.006578450987999
585,1400000US01073011706,01,073,01073,011706,01073011706,Alabama,Jefferson County,Census Tract 117.06,No,No,Yes,is an energy community because it directly adjoins a census tract with a qualifying coal closure,5/23/2023 0:00:00,2.000000000000000,3/28/2023 0:00:00,0.431375310520405,0.006035218919000
586,1400000US01073011707,01,073,01073,011707,01073011707,Alabama,Jefferson County,Census Tract 117.07,No,No,Yes,is an energy community because it directly adjoins a census tract with a qualifying coal closure,5/23/2023 0:00:00,2.000000000000000,3/28/2023 0:00:00,0.141566130729042,0.000957749917999
587,1400000US01073011708,01,073,01073,011708,01073011708,Alabama,Jefferson County,Census Tract 117.08,No,No,Yes,is an energy community because it directly adjoins a census tract with a qualifying coal closure,5/23/2023 0:00:00,2.000000000000000,3/28/2023 0:00:00,0.219108996345079,0.001962061501000
589,1400000US01073011710,01,073,01073,011710,01073011710,Alabama,Jefferson County,Census Tract 117.10,No,No,Yes,is an energy community because it directly adjoins a census tract with a qualifying coal closure,5/23/2023 0:00:00,2.000000000000000,3/28/2023 0:00:00,0.266975110090354,0.002120226729500
596,1400000US01073012001,01,073,01073,012001,01073012001,Alabama,Jefferson County,Census Tract 120.01,No,No,Yes,is an energy community because it directly adjoins a census tract with a qualifying coal closure,5/23/2023 0:00:00,2.000000000000000,3/28/2023 0:00:00,0.290162992937075,0.003539270537500
599,1400000US01073012103,01,073,01073,012103,01073012103,Alabama,Jefferson County,Census Tract 121.03,No,No,Yes,is an energy community because it directly adjoins a census tract with a qualifying coal closure,5/23/2023 0:00:00,2.000000000000000,3/28/2023 0:00:00,0.318673822890620,0.002816296553500
600,1400000US01073012104,01,073,01073,012104,01073012104,Alabama,Jefferson County,Census Tract 121.04,Yes,No,Yes,is an energy community due to a coal mine closure,5/23/2023 0:00:00,2.000000000000000,3/28/2023 0:00:00,0.588703480406308,0.005619658388000
601,1400000US01073012200,01,073,01073,012200,01073012200,Alabama,Jefferson County,Census Tract 122,No,No,Yes,is an energy community because it directly adjoins a census tract with a qualifying coal closure,5/23/2023 0:00:00,2.000000000000000,3/28/2023 0:00:00,0.872765539782235,0.011813958243501
602,1400000US01073012302,01,073,01073,012302,01073012302,Alabama,Jefferson County,Census Tract 123.02,Yes,No,Yes,is an energy community due to a coal mine closure,5/23/2023 0:00:00,2.000000000000000,3/28/2023 0:00:00,1.056709823165675,0.016521112335999
603,1400000US01073012304,01,073,01073,012304,01073012304,Alabama,Jefferson County,Census Tract 123.04,No,No,Yes,is an energy community because it directly adjoins a census tract with a qualifying coal closure,5/23/2023 0:00:00,2.000000000000000,3/28/2023 0:00:00,0.134610015451184,0.000731916792000
605,1400000US01073012307,01,073,01073,012307,01073012307,Alabama,Jefferson County,Census Tract 123.07,No,No,Yes,is an energy community because it directly adjoins a census tract with a qualifying coal closure,5/23/2023 0:00:00,2.000000000000000,3/28/2023 0:00:00,0.147393746885711,0.001075775946000
608,1400000US01073012403,01,073,01073,012403,01073012403,Alabama,Jefferson County,Census Tract 124.03,No,No,Yes,is an energy community because it directly adjoins a census tract with a qualifying coal closure,5/23/2023 0:00:00,2.000000000000000,3/28/2023 0:00:00,0.431529240157293,0.003074039617000
609,1400000US01073012500,01,073,01073,012500,01073012500,Alabama,Jefferson County,Census Tract 125,No,No,Yes,is an energy community because it directly adjoins a census tract with a qualifying coal closure,5/23/2023 0:00:00,2.000000000000000,3/28/2023 0:00:00,0.331013859686223,0.003068434865500
639,1400000US01073014001,01,073,01073,014001,01073014001,Alabama,Jefferson County,Census Tract 140.01,No,No,Yes,is an energy community because it directly adjoins a census tract with a qualifying coal closure,5/23/2023 0:00:00,2.000000000000000,3/28/2023 0:00:00,0.496740512109870,0.004612289806000
640,1400000US01073014002,01,073,01073,014002,01073014002,Alabama,Jefferson County,Census Tract 140.02,No,No,Yes,is an energy community because it directly adjoins a census tract with a qualifying coal closure,5/23/2023 0:00:00,2.000000000000000,3/28/2023 0:00:00,0.397974075594443,0.003613215966500
641,1400000US01073014104,01,073,01073,014104,01073014104,Alabama,Jefferson County,Census Tract 141.04,No,No,Yes,is an energy community because it directly adjoins a census tract with a qualifying coal closure,5/23/2023 0:00:00,2.000000000000000,3/28/2023 0:00:00,0.436996827273131,0.004427055055000
643,1400000US01073014106,01,073,01073,014106,01073014106,Alabama,Jefferson County,Census Tract 141.06,Yes,No,Yes,is an energy community due to a coal mine closure,5/23/2023 0:00:00,2.000000000000000,3/28/2023 0:00:00,0.930804444764837,0.018615543804000
644,1400000US01073014107,01,073,01073,014107,01073014107,Alabama,Jefferson County,Census Tract 141.07,No,No,Yes,is an energy community because it directly adjoins a census tract with a qualifying coal closure,5/23/2023 0:00:00,2.000000000000000,3/28/2023 0:00:00,0.905976803446173,0.016708894338001
647,1400000US01073014207,01,073,01073,014207,01073014207,Alabama,Jefferson County,Census Tract 142.07,No,No,Yes,is an energy community because it directly adjoins a census tract with a qualifying coal closure,5/23/2023 0:00:00,2.000000000000000,3/28/2023 0:00:00,0.295686896766769,0.003352072097500
662,1400000US01075030000,01,075,01075,030000,01075030000,Alabama,Lamar County,Census Tract 300,Yes,No,No,is an energy community due to a coal mine closure,5/23/2023 0:00:00,2.000000000000000,3/28/2023 0:00:00,1.065179703086435,0.054988960722501
663,1400000US01075030101,01,075,01075,030101,01075030101,Alabama,Lamar County,Census Tract 301.01,No,No,Yes,is an energy community because it directly adjoins a census tract with a qualifying coal closure,5/23/2023 0:00:00,2.000000000000000,3/28/2023 0:00:00,0.758138959291051,0.020985174254000
664,1400000US01075030102,01,075,01075,030102,01075030102,Alabama,Lamar County,Census Tract 301.02,No,No,Yes,is an energy community because it directly adjoins a census tract with a qualifying coal closure,5/23/2023 0:00:00,2.000000000000000,3/28/2023 0:00:00,0.751900452887864,0.027082960624501
678,1400000US01077011200,01,077,01077,011200,01077011200,Alabama,Lauderdale County,Census Tract 112,No,No,Yes,is an energy community because it directly adjoins a census tract with a qualifying coal closure,5/23/2023 0:00:00,2.000000000000000,3/28/2023 0:00:00,0.806587298320989,0.027245326322501
893,1400000US01093964001,01,093,01093,964001,01093964001,Alabama,Marion County,Census Tract 9640.01,Yes,No,Yes,is an energy community due to a coal mine closure,5/23/2023 0:00:00,2.000000000000000,3/28/2023 0:00:00,0.517202326642123,0.011139791049500
894,1400000US01093964002,01,093,01093,964002,01093964002,Alabama,Marion County,Census Tract 9640.02,No,No,Yes,is an energy community because it directly adjoins a census tract with a qualifying coal closure,5/23/2023 0:00:00,2.000000000000000,3/28/2023 0:00:00,0.708005543434087,0.015396785039500
895,1400000US01093964100,01,093,01093,964100,01093964100,Alabama,Marion County,Census Tract 9641,No,No,Yes,is an energy community because it directly adjoins a census tract with a qualifying coal closure,5/23/2023 0:00:00,2.000000000000000,3/28/2023 0:00:00,0.924552828764175,0.022135646265501
897,1400000US01093964300,01,093,01093,964300,01093964300,Alabama,Marion County,Census Tract 9643,No,No,Yes,is an energy community because it directly adjoins a census tract with a qualifying coal closure,5/23/2023 0:00:00,2.000000000000000,3/28/2023 0:00:00,1.104653069500996,0.022454556892000
898,1400000US01093964401,01,093,01093,964401,01093964401,Alabama,Marion County,Census Tract 9644.01,No,No,Yes,is an energy community because it directly adjoins a census tract with a qualifying coal closure,5/23/2023 0:00:00,2.000000000000000,3/28/2023 0:00:00,0.822240529763281,0.017217911040000
899,1400000US01093964402,01,093,01093,964402,01093964402,Alabama,Marion County,Census Tract 9644.02,No,No,Yes,is an energy community because it directly adjoins a census tract with a qualifying coal closure,5/23/2023 0:00:00,2.000000000000000,3/28/2023 0:00:00,0.639748918678633,0.014749450077000
900,1400000US01093964500,01,093,01093,964500,01093964500,Alabama,Marion County,Census Tract 9645,Yes,No,Yes,is an energy community due to a coal mine closure,5/23/2023 0:00:00,2.000000000000000,3/28/2023 0:00:00,1.032025071420106,0.028771102716000
901,1400000US01093964600,01,093,01093,964600,01093964600,Alabama,Marion County,Census Tract 9646,No,No,Yes,is an energy community because it directly adjoins a census tract with a qualifying coal closure,5/23/2023 0:00:00,2.000000000000000,3/28/2023 0:00:00,0.576853866558899,0.014551459791500
902,1400000US01093964701,01,093,01093,964701,01093964701,Alabama,Marion County,Census Tract 9647.01,No,No,Yes,is an energy community because it directly adjoins a census tract with a qualifying coal closure,5/23/2023 0:00:00,2.000000000000000,3/28/2023 0:00:00,0.560125048942506,0.009934776946000
903,1400000US01093964702,01,093,01093,964702,01093964702,Alabama,Marion County,Census Tract 9647.02,Yes,No,Yes,is an energy community due to a coal mine closure,5/23/2023 0:00:00,2.000000000000000,3/28/2023 0:00:00,0.334539547724225,0.005163740792500
1012,1400000US01097005702,01,097,01097,005702,01097005702,Alabama,Mobile County,Census Tract 57.02,No,No,Yes,is an energy community because it directly adjoins a census tract with a qualifying coal closure,5/23/2023 0:00:00,2.000000000000000,3/28/2023 0:00:00,0.971107054204860,0.017967670913500
1013,1400000US01097005800,01,097,01097,005800,01097005800,Alabama,Mobile County,Census Tract 58,No,Yes,No,is an energy community due to a coal-fired electric generating unit retirement,5/23/2023 0:00:00,2.000000000000000,3/28/2023 0:00:00,1.094885493046613,0.027912822824999
1014,1400000US01097005900,01,097,01097,005900,01097005900,Alabama,Mobile County,Census Tract 59,No,No,Yes,is an energy community because it directly adjoins a census tract with a qualifying coal closure,5/23/2023 0:00:00,2.000000000000000,3/28/2023 0:00:00,1.453711907809876,0.043540701418500
1015,1400000US01097006000,01,097,01097,006000,01097006000,Alabama,Mobile County,Census Tract 60,No,No,Yes,is an energy community because it directly adjoins a census tract with a qualifying coal closure,5/23/2023 0:00:00,2.000000000000000,3/28/2023 0:00:00,0.675953107381652,0.015202129962500
1267,1400000US01117030337,01,117,01117,030337,01117030337,Alabama,Shelby County,Census Tract 303.37,No,No,Yes,is an energy community because it directly adjoins a census tract with a qualifying coal closure,5/23/2023 0:00:00,2.000000000000000,3/28/2023 0:00:00,0.401928424702279,0.003329209029000
1275,1400000US01117030350,01,117,01117,030350,01117030350,Alabama,Shelby County,Census Tract 303.50,No,No,Yes,is an energy community because it directly adjoins a census tract with a qualifying coal closure,5/23/2023 0:00:00,2.000000000000000,3/28/2023 0:00:00,0.681426402814327,0.006470718341000
1278,1400000US01117030405,01,117,01117,030405,01117030405,Alabama,Shelby County,Census Tract 304.05,No,No,Yes,is an energy community because it directly adjoins a census tract with a qualifying coal closure,5/23/2023 0:00:00,2.000000000000000,3/28/2023 0:00:00,0.224488918698300,0.001151143317000
1279,1400000US01117030406,01,117,01117,030406,01117030406,Alabama,Shelby County,Census Tract 304.06,No,No,Yes,is an energy community because it directly adjoins a census tract with a qualifying coal closure,5/23/2023 0:00:00,2.000000000000000,3/28/2023 0:00:00,0.290395290335609,0.002704848782500
1280,1400000US01117030407,01,117,01117,030407,01117030407,Alabama,Shelby County,Census Tract 304.07,No,No,Yes,is an energy community because it directly adjoins a census tract with a qualifying coal closure,5/23/2023 0:00:00,2.000000000000000,3/28/2023 0:00:00,0.188571198643609,0.001117044136500
1281,1400000US01117030408,01,117,01117,030408,01117030408,Alabama,Shelby County,Census Tract 304.08,Yes,No,Yes,is an energy community due to a coal mine closure,5/23/2023 0:00:00,2.000000000000000,3/28/2023 0:00:00,0.722093125290502,0.016489146076500
1285,1400000US01117030607,01,117,01117,030607,01117030607,Alabama,Shelby County,Census Tract 306.07,No,No,Yes,is an energy community because it directly adjoins a census tract with a qualifying coal closure,5/23/2023 0:00:00,2.000000000000000,3/28/2023 0:00:00,0.140487850860784,0.000778327268000
1286,1400000US01117030610,01,117,01117,030610,01117030610,Alabama,Shelby County,Census Tract 306.10,No,No,Yes,is an energy community because it directly adjoins a census tract with a qualifying coal closure,5/23/2023 0:00:00,2.000000000000000,3/28/2023 0:00:00,0.120305692175514,0.000827063226000
1287,1400000US01117030611,01,117,01117,030611,01117030611,Alabama,Shelby County,Census Tract 306.11,Yes,No,Yes,is an energy community due to a coal mine closure,5/23/2023 0:00:00,2.000000000000000,3/28/2023 0:00:00,0.162601390181478,0.001638456943500
1289,1400000US01117030613,01,117,01117,030613,01117030613,Alabama,Shelby County,Census Tract 306.13,No,No,Yes,is an energy community because it directly adjoins a census tract with a qualifying coal closure,5/23/2023 0:00:00,2.000000000000000,3/28/2023 0:00:00,0.228927853242583,0.001676958041500
