,FIPS,County,STATE,MMBTU_TOTAL,lbCO2e,tonCO2e,tonCO2e_Diesel,tonCO2e_LPG_NGL,tonCO2e_Net_electricity,tonCO2e_Other,tonCO2e_Residual_fuel_oil,tonCO2e_Natural_gas,tonCO2e_Coal,POP,tonCO2e_percapita,lbCO2e_percapita,tonCO2e_percapita_log10,lbCO2e_percapita_log10
0,01001,autauga,ALABAMA,95723.28047849542,18595223.013416003,9297.611506708003,3434.9644189656515,1270.9545728501919,3768.8778697080147,822.8146451841448,0.0,0.0,0.0,55416,0.16777846662891588,335.55693325783176,-0.7752637790516482,2.525766216612333
1,01003,baldwin,ALABAMA,264128.4905192247,50966839.06054773,25483.419530273866,9575.172056794521,3542.8631063010916,10071.738542206082,2293.64582497217,0.0,0.0,0.0,208563,0.1221857162117627,244.37143242352542,-0.9129795611392261,2.388050434524755
2,01005,barbour,ALABAMA,184613.11759884036,37281924.67653918,18640.96233826959,6222.798417669821,2302.467548483064,8625.081318342942,1490.615053773764,0.0,0.0,0.0,25965,0.7179265294923778,1435.8530589847558,-0.1439199979146143,3.157109997749367
3,01007,bibb,ALABAMA,53728.77027927774,10600306.289902644,5300.153144951322,1881.8658915521835,696.3000976526179,2271.2032095454356,450.7839462010852,0.0,0.0,0.0,22643,0.23407468731843495,468.1493746368699,-0.6306455480816792,2.670384447582302
4,01009,blount,ALABAMA,505622.64176797064,111402196.85375753,55701.098426878765,15811.9899243757,5850.517923646477,30250.971467739808,3787.6191111167836,0.0,0.0,0.0,57704,0.9652900739442459,1930.5801478884919,-0.015342159627157547,3.2856878360368236
5,01011,bullock,ALABAMA,68325.23128939635,13369448.621525628,6684.724310762815,2424.4489718148798,897.0586391977645,2782.461886251512,580.7548134986583,0.0,0.0,0.0,10362,0.6451191189695826,1290.2382379391652,-0.19036008701627574,3.110669908647705
6,01013,butler,ALABAMA,171413.74730345738,35702894.309059285,17851.447154529644,5470.122983542563,2023.973751110892,9047.031955741255,1310.3184641349314,0.0,0.0,0.0,19998,0.892661623888871,1785.323247777742,-0.04931313543062826,3.251716860233353
7,01015,calhoun,ALABAMA,184803.95877531878,37633312.04734997,18816.656023674983,6525.6977860802945,2414.541878938764,8313.244501973497,1563.1718566824286,0.0,0.0,0.0,114611,0.16417844730152414,328.35689460304826,-0.7846838559399492,2.516346139724032
8,01017,chambers,ALABAMA,60523.837007636415,11436902.299716918,5718.45114985846,2262.629808314169,837.1847130835744,2076.6441313530745,541.9924971076415,0.0,0.0,0.0,33843,0.1689699834488213,337.9399668976426,-0.7721904384653888,2.528839557198592
9,01019,cherokee,ALABAMA,277825.90463966574,55835747.86468601,27917.873932343005,9989.664841897016,3696.227577190738,11839.047692162238,2392.933821093013,0.0,0.0,0.0,25725,1.0852429128218855,2170.485825643771,0.035526958360175366,3.3365569540241564
10,01021,chilton,ALABAMA,133159.98967718656,26525159.443411652,13262.579721705826,4592.125170433671,1699.1100263625472,5871.342492315236,1100.0020325943715,0.0,0.0,0.0,43941,0.30182698895577764,603.6539779115553,-0.5202419288065981,2.780788066857383
11,01023,choctaw,ALABAMA,54597.91078116337,10977293.884853773,5488.646942426886,1854.0962960613283,686.0252039214245,2504.3934515688607,444.13199087527255,0.0,0.0,0.0,12993,0.42243107384182915,844.8621476836583,-0.37424414279035356,2.9267858528736275
12,01025,clarke,ALABAMA,60910.30048142535,11560130.245525144,5780.065122762572,2262.858282842207,837.2692498387695,2137.8903639681216,542.0472261134744,0.0,0.0,0.0,24392,0.23696560850945278,473.93121701890556,-0.6253146798058082,2.675715315858173
13,01027,clay,ALABAMA,145311.66037511965,30434140.414786525,15217.070207393263,4589.595672907545,1698.174099215794,7829.904320919701,1099.3961143502227,0.0,0.0,0.0,13492,1.127858746471484,2255.717492942968,0.0522547118199296,3.353284707483911
14,01029,cleburne,ALABAMA,154799.98435385502,32692394.600975662,16346.197300487831,4812.514359777545,1780.6551644888082,8600.233507518005,1152.7942687034745,0.0,0.0,0.0,14924,1.0952959863634302,2190.59197272686,0.03953149623014183,3.340561491894123
15,01031,coffee,ALABAMA,296704.63634434954,60252590.852140374,30126.295426070188,9906.430046043739,3665.4302729083756,14181.439428219153,2372.99567889892,0.0,0.0,0.0,51226,0.5881055601856516,1176.2111203713032,-0.23054471458447526,3.070485281079506
16,01033,colbert,ALABAMA,206268.93012639822,41517904.60700362,20758.95230350181,7401.415307974669,2738.5618841625273,8846.03304626878,1772.9420650958343,0.0,0.0,0.0,54216,0.3828934687823117,765.7869375646234,-0.4169220415812589,2.8841079540827224
17,01035,conecuh,ALABAMA,104823.50024229448,19996680.94450146,9998.34047225073,3865.289162936201,1430.1769502757631,3776.979315242892,925.8950437958739,0.0,0.0,0.0,12395,0.8066430393102646,1613.2860786205292,-0.09331860945921455,3.2077113862047666
18,01037,coosa,ALABAMA,43539.70453537593,8504530.945899434,4252.265472949717,1549.22148942441,573.2199511209634,1758.7220427900681,371.1019896142758,0.0,0.0,0.0,10581,0.40187746649179823,803.7549329835965,-0.39590634427480575,2.9051236513891756
19,01039,covington,ALABAMA,341870.0930987822,68438072.78103909,34219.03639051954,11693.817293440105,4326.772784344516,15397.298191949583,2801.148120785338,0.0,0.0,0.0,37458,0.9135307915670762,1827.0615831341527,-0.039276809688237574,3.261753185975744
20,01041,crenshaw,ALABAMA,272384.9391138991,57398809.40591074,28699.40470295537,8503.89487823873,3146.4850182609466,15011.993736122722,2037.0310703329692,0.0,0.0,0.0,13913,2.0627761592004146,4125.552318400829,0.3144521033496,3.615482099013581
21,01043,cullman,ALABAMA,885567.3002391582,196789770.17214593,98394.88508607296,27288.169821793166,10096.763747603594,54473.317353692764,6536.634162983438,0.0,0.0,0.0,82471,1.1930846611060004,2386.169322212001,0.07667126223414437,3.3777012578981256
22,01045,dale,ALABAMA,208572.3964926994,43661263.31336018,21830.63165668009,6593.952133302745,2439.7963398700945,11217.361615549198,1579.5215679580485,0.0,0.0,0.0,49226,0.4434776674253461,886.9553348506922,-0.3531282454109311,2.9479017502530502
23,01047,dallas,ALABAMA,144224.69242071026,26484989.00551275,13242.494502756375,5609.380538684843,2075.4997656264404,4213.937847052012,1343.6763513930794,0.0,0.0,0.0,40008,0.33099616333624216,661.9923266724843,-0.4801770402168971,2.820852955447084
24,01049,dekalb,ALABAMA,917511.2964145086,202312613.509503,101156.30675475151,28653.89543537645,10602.08927710791,55036.540666359215,6863.7813759079345,0.0,0.0,0.0,70900,1.4267462165691327,2853.4924331382654,0.1543467295649054,3.4553767252288865
25,01051,elmore,ALABAMA,146919.52507542365,27757732.687203404,13878.866343601701,5493.858651785929,2032.7560709296936,5036.2474921963585,1316.0041286897201,0.0,0.0,0.0,81799,0.16967036691893178,339.3407338378636,-0.7703940009784803,2.530635994685501
26,01053,escambia,ALABAMA,143497.79287369316,27449987.315684512,13724.993657842255,5269.962706449897,1949.913414977777,5242.7456555008985,1262.3718809136833,0.0,0.0,0.0,37728,0.3637879998367858,727.5759996735717,-0.4391516309751788,2.8618783646888026
27,01055,etowah,ALABAMA,291734.51567567774,62531557.54879327,31265.778774396636,9545.667788218467,3531.946374570686,15901.586267202445,2286.5783444050394,0.0,0.0,0.0,102564,0.3048416478920151,609.6832957840302,-0.5159256993597913,2.78510429630419
28,01057,fayette,ALABAMA,111530.3944353684,21809090.291255355,10904.545145627679,3961.6376875312067,1465.8264019106264,4528.106595135767,948.9744610500784,0.0,0.0,0.0,16546,0.659044188663585,1318.08837732717,-0.1810854651489761,3.119944530515005
29,01059,franklin,ALABAMA,279639.6018178703,60377654.31474801,30188.827157374006,9043.764319325583,3346.2394992980535,15632.471428829956,2166.3519099204145,0.0,0.0,0.0,31628,0.9544968748379286,1908.993749675857,-0.020225489211503078,3.280804506452478
30,01061,geneva,ALABAMA,333668.8446773944,67295944.06207888,33647.97203103944,11271.761646696345,4170.610015593696,15505.551859158286,2700.048509591111,0.0,0.0,0.0,26614,1.2642959356368617,2528.5918712737234,0.10184874180325192,3.402878737467233
31,01063,greene,ALABAMA,62161.081973407745,11786865.220296985,5893.432610148492,2312.3423003334747,855.5785918413467,2171.6110432277865,553.9006747458839,0.0,0.0,0.0,8422,0.6997663987352757,1399.5327974705515,-0.1550469152315169,3.1459830804324644
32,01065,hale,ALABAMA,91928.49491893308,17995737.58651091,8997.868793255455,3259.790256476256,1206.1392281462308,3751.0860490044693,780.8532596284991,0.0,0.0,0.0,14952,0.601783627157267,1203.567254314534,-0.22055963236858922,3.080470363295392
33,01067,henry,ALABAMA,183585.86059070134,37455601.52153125,18727.80076076562,6080.217804692305,2249.7119854085204,8941.409812584821,1456.4611580799744,0.0,0.0,0.0,17164,1.09110934285514,2182.21868571028,0.037868274528897884,3.338898270192879
34,01069,houston,ALABAMA,166529.1125063794,31365707.722521253,15682.853861260626,6254.578335895597,2314.226282335107,5615.821597406721,1498.227645623201,0.0,0.0,0.0,104056,0.150715517233611,301.431034467222,-0.8218420316800379,2.4791879639839434
35,01071,jackson,ALABAMA,412907.0960390615,83625766.28970742,41812.88314485371,14691.27278520012,5435.846794873708,18166.6021035098,3519.1614612700873,0.0,0.0,0.0,52138,0.8019656132734994,1603.9312265469987,-0.09584425301974557,3.2051857426442356
36,01073,jefferson,ALABAMA,118594.12907664958,25086544.630344063,12543.272315172031,3961.1442063698682,1465.6438113326408,6167.628045366364,948.856252103159,0.0,0.0,0.0,659521,0.019018761063214106,38.037522126428215,-1.7208177776685658,1.5802122179954152
37,01075,lamar,ALABAMA,76429.9742828478,14928030.992934542,7464.015496467271,2719.7706800968786,1006.3291962756048,3086.419163604555,651.4964564902328,0.0,0.0,0.0,13918,0.5362850622551567,1072.5701245103135,-0.2706042997561316,3.0304256959078497
38,01077,lauderdale,ALABAMA,374626.51325319277,74115495.30440883,37057.747652204416,13754.598057231477,5089.27230862519,14919.087780633045,3294.7895057147066,0.0,0.0,0.0,92318,0.4014141083234517,802.8282166469035,-0.39640736762494505,2.904622628039036
39,01079,lawrence,ALABAMA,517390.1403011466,110487877.65768942,55243.93882884471,17028.838578204257,6300.758209254941,27835.23784593582,4079.104195449694,0.0,0.0,0.0,33244,1.6617717130563323,3323.5434261126647,0.22057136206567216,3.5216013577296534
40,01081,lee,ALABAMA,122926.2760391242,25025675.16273511,12512.837581367554,4086.5220668898237,1512.0342671644935,5935.391863207871,978.8893841053647,0.0,0.0,0.0,158991,0.07870154651123368,157.40309302246737,-1.1040167335278992,2.1970132621360823
41,01083,limestone,ALABAMA,478530.0567821869,95673510.34408286,47836.75517204143,17326.96223197672,6411.065500633236,19948.21042030145,4150.517019130021,0.0,0.0,0.0,92753,0.5157434818500903,1031.4869637001807,-0.28756625208855047,3.013463743575431
42,01085,lowndes,ALABAMA,149367.26066080498,30064017.20402558,15032.008602012791,5063.122409142246,1873.3814368701228,6882.679596706121,1212.8251592943004,0.0,0.0,0.0,10358,1.4512462446430576,2902.4924892861154,0.16174110893411842,3.4627711045980996
43,01087,macon,ALABAMA,112810.8498067995,21101287.647371233,10550.643823685616,4278.527690610234,1583.077339440011,3664.156199736456,1024.8825938989153,0.0,0.0,0.0,18963,0.5563805212089656,1112.7610424179313,-0.2546280829926117,3.0464019126713695
44,01089,madison,ALABAMA,384128.6537966825,74512103.18727918,37256.05159363959,14462.49290913387,5351.197059331452,13978.002313094245,3464.3593120800215,0.0,0.0,0.0,356967,0.10436833543055686,208.7366708611137,-0.9814312430354671,2.319598752628514
45,01091,marengo,ALABAMA,101456.58498767694,19074572.676507752,9537.286338253876,3820.3952319876785,1413.5659639967766,3388.184033408179,915.1411088612425,0.0,0.0,0.0,19673,0.4847906439411313,969.5812878822626,-0.3144457702855569,2.986584225378424
46,01093,marion,ALABAMA,212003.90351927938,45163029.872847185,22581.514936423595,7004.319533399522,2591.6343970045245,11307.739640590105,1677.8213654294423,0.0,0.0,0.0,29998,0.752767349037389,1505.534698074778,-0.12333922651014989,3.1776907691538314
47,01095,marshall,ALABAMA,566597.7899212554,123974351.68905082,61987.17584452541,17927.538883896526,6633.281963164858,33131.97527570255,4294.379721761474,0.0,0.0,0.0,95157,0.6514200305235076,1302.840061047015,-0.18613889143881143,3.11489110422517
48,01097,mobile,ALABAMA,232623.79696390667,46589132.43606268,23294.566218031337,7951.111426522995,2941.952286604417,10496.885708551737,1904.6167963521889,0.0,0.0,0.0,414836,0.05615367571288735,112.30735142577471,-1.2506218103806863,2.050408185283295
49,01099,monroe,ALABAMA,140164.01851039514,26491161.132896002,13245.580566448001,5238.481941492041,1938.2653693796638,4814.002307053616,1254.8309485226796,0.0,0.0,0.0,21530,0.6152150750788667,1230.4301501577336,-0.21097303123108554,3.0900569644328955
50,01101,montgomery,ALABAMA,142466.88589655518,27321436.5331013,13660.71826655065,5212.656447080604,1928.7098030870102,5270.707331363851,1248.6446850191844,0.0,0.0,0.0,226349,0.0603524568986417,120.70491379728341,-1.2193050454373247,2.0817249502266564
51,01103,morgan,ALABAMA,348527.5866196736,73941416.89756508,36970.70844878254,11588.73513763818,4287.8918440634425,18318.10482587888,2775.976641202041,0.0,0.0,0.0,119012,0.31064689652121247,621.293793042425,-0.5077329807936466,2.7932970148703347
52,01105,perry,ALABAMA,90116.3178720739,16843756.26207529,8421.878131037643,3421.3471489653457,1265.9161126317783,2915.0621180686703,819.5527513718496,0.0,0.0,0.0,9574,0.8796613882429124,1759.3227764858252,-0.05568447048353171,3.2453455251804497
53,01107,pickens,ALABAMA,148415.6079695003,30383244.901357926,15191.622450678964,4886.187510402503,1807.9146106612575,7327.078324313244,1170.442005301959,0.0,0.0,0.0,20324,0.7474720749202403,1494.9441498404806,-0.12640502766518527,3.174624967998796
54,01109,pike,ALABAMA,251509.1742471856,51954939.79534207,25977.469897671035,8148.087030446633,3014.8342772196397,12862.748070072357,1951.8005199324073,0.0,0.0,0.0,33286,0.7804323108114833,1560.8646216229668,-0.10766475860523612,3.193365237058745
55,01111,randolph,ALABAMA,285275.5107227721,60363567.51569558,30181.78375784779,8835.989581610611,3269.361773414328,15959.851051266078,2116.58135155677,0.0,0.0,0.0,22652,1.3324114320081135,2664.8228640162274,0.12463835025506055,3.425668345919042
56,01113,russell,ALABAMA,83068.24148987669,16185618.764392618,8092.809382196309,2967.0339821234766,1097.817894869861,3317.231362081708,710.7261431212632,0.0,0.0,0.0,58172,0.13911863752658168,278.23727505316333,-0.8566146842944815,2.4444153113694997
57,01115,st clair,ALABAMA,147336.18347006536,30041319.276219483,15020.65963810974,4884.909148692368,1807.4416102271668,7158.173093868616,1170.1357853215904,0.0,0.0,0.0,88019,0.17065246865006126,341.3049373001225,-0.7678874248576852,2.533142570806296
58,01117,shelby,ALABAMA,147865.472057398,29528216.079876527,14764.108039938263,5078.362859760176,1879.020482299009,6590.248826542929,1216.4758713361487,0.0,0.0,0.0,210622,0.0700976538060519,140.1953076121038,-1.1542965177842268,2.146733477879754
59,01119,sumter,ALABAMA,75838.16878604075,14087837.760898283,7043.918880449141,2903.9557140997426,1074.4786099708415,2369.868241596769,695.6163147817873,0.0,0.0,0.0,13040,0.5401778282553023,1080.3556565106046,-0.26746324551692685,3.0335667501470542
60,01121,talladega,ALABAMA,130059.92308832878,25105687.506698072,12552.843753349036,4712.36866330188,1743.6007396498621,4968.069077113214,1128.8052732840815,0.0,0.0,0.0,80103,0.1567087843570033,313.4175687140066,-0.8049066583441336,2.4961233373198475
61,01123,tallapoosa,ALABAMA,83720.20632107722,16406866.207545206,8203.433103772602,2963.6347388476365,1096.5601573044278,3433.326322467847,709.911885152691,0.0,0.0,0.0,40727,0.20142492950064092,402.84985900128186,-0.6958867796883222,2.605143215975659
62,01125,tuscaloosa,ALABAMA,175873.78286636158,35455608.58318052,17727.80429159026,5945.622584798768,2199.911059010866,8158.050556737244,1424.2200910433812,0.0,0.0,0.0,206102,0.0860147125772203,172.0294251544406,-1.065427257540045,2.2356027381239363
63,01127,walker,ALABAMA,169440.57187801012,35155223.49812476,17577.61174906238,5445.872396089664,2015.0009085255679,8812.22898910439,1304.5094553427605,0.0,0.0,0.0,64967,0.27056215846602705,541.1243169320542,-0.5677329450577405,2.733297050606241
64,01129,washington,ALABAMA,135823.5263091445,27864448.937155765,13932.224468577882,4454.909061205157,1648.3393573769265,6761.842894763018,1067.133155232781,0.0,0.0,0.0,16756,0.8314767527200932,1662.9535054401865,-0.08014988872530492,3.2208801069386763
65,01131,wilcox,ALABAMA,70198.33194090407,12852540.79479933,6426.270397399665,2741.1444725419283,1014.2376098525253,2014.2719599361724,656.6163550690392,0.0,0.0,0.0,10986,0.5849508827052308,1169.9017654104614,-0.23288059932916658,3.0681493963348148
66,01133,winston,ALABAMA,148619.5524223787,31965606.95965895,15982.803479829476,4836.291782943294,1789.45293384451,8198.568827769574,1158.489935272099,0.0,0.0,0.0,23805,0.6714053131623389,1342.8106263246775,-0.17301522628735827,3.1280147693766227
67,02020,anchorage,ALASKA,69471.6598502854,14020124.540045282,7010.062270022641,3168.0486659461976,0.0,3055.004778877171,787.0088251992732,0.0,0.0,0.0,298192,0.023508552442797398,47.01710488559479,-1.6287741120686052,1.672255883595376
68,02090,fairbanks north star,ALASKA,52672.871765261836,10598556.248654438,5299.278124327219,2414.557986261332,0.0,2284.8939849611656,599.8261531047219,0.0,0.0,0.0,100605,0.052674102920602546,105.34820584120509,-1.278402852016961,2.02262714364702
