,FIPSTATE,FIPS,STATE,County,scope,MMBTU_TOTAL,lbCO2e,tonCO2e,tonCO2e_Coal,tonCO2e_Diesel,tonCO2e_Natural_gas,tonCO2e_Net_electricity,tonCO2e_Other,tonCO2e_Residual_fuel_oil,tonCO2e_LPG_NGL,POP,tonCO2e_percapita,lbCO2e_percapita,tonCO2e_percapita_log10,lbCO2e_percapita_log10,total_annual_wages,annual_avg_estabs,Emp,avg_annual_wage_peremployee,tonCO2e_peremp,tonCO2e_peremp_log10
27,01,01041,ALABAMA,crenshaw,scope1,13616.187186515961,2187319.432837179,1093.6597164185894,156.68683825434346,404.47664198454413,34.78534731964514,0.0,246.65513413162145,251.0557547284353,0.0,13913,0.07860703776457913,157.21407552915826,-1.1045385694123282,2.196491426251653,,,,,,
28,01,01041,ALABAMA,crenshaw,scope2,462.84633760688456,148549.46616949138,74.27473308474569,0.0,0.0,0.0,74.27473308474569,0.0,0.0,0.0,13913,0.005338513123319607,10.677026246639214,-2.2725796853412814,1.0284503103226998,,,,,,
29,01,01043,ALABAMA,cullman,scope1,181725.75382397723,30676442.533994302,15338.221266997152,3046.0506995685837,7416.971967702531,274.85791573651454,0.0,821.6634797758238,3778.6772042136986,0.0,82471,0.18598320945541041,371.9664189108208,-0.7305262620724915,2.5705037335914898,,,4.5,,3408.493614888256,8.134319059217571
30,01,01043,ALABAMA,cullman,scope2,33193.10705049183,11601910.19003247,5800.955095016234,0.0,0.0,0.0,5800.955095016234,0.0,0.0,0.0,82471,0.07033933255345799,140.678665106916,-1.1528017569989657,2.1482282386650153,,,4.5,,1289.1011322258298,7.162475891357114
31,01,01047,ALABAMA,dallas,scope1,23709.37716138805,3778316.288543926,1889.158144271963,348.8414903335846,816.2490995921797,152.38844367879705,0.0,387.68042915364475,183.99868151375676,0.0,40008,0.0472195097048581,94.43901940971621,-1.3258785266511948,1.9751514690127865,,,23.0,,82.13731062052013,4.420493585701106
32,01,01047,ALABAMA,dallas,scope2,6832.271069258234,2192801.665691465,1096.4008328457326,0.0,0.0,0.0,1096.4008328457326,0.0,0.0,0.0,40008,0.02740453991316068,54.809079826321366,-1.5621774847741494,1.7388525108898318,,,23.0,,47.66960142807533,3.885054634538671
33,01,01049,ALABAMA,dekalb,scope1,23742.69866080399,4095680.0444300273,2047.8400222150135,901.1513602045709,541.326959030665,137.33580928356682,0.0,257.22375453887594,210.80213915733492,0.0,70900,0.02888349819767297,57.76699639534594,-1.5393502087498665,1.7616797869141145,,,,,,
34,01,01049,ALABAMA,dekalb,scope2,7226.101624273921,2525722.6429976984,1262.8613214988493,0.0,0.0,0.0,1262.8613214988493,0.0,0.0,0.0,70900,0.0178118663116904,35.623732623380796,-1.749290573158659,1.5517394225053223,,,,,,
35,01,01051,ALABAMA,elmore,scope1,50060.631430507514,8285804.107331823,4142.902053665912,1249.9928505381554,1462.639445381592,295.37800641474655,0.0,677.3441369391579,457.54761439225945,0.0,81799,0.0506473435331228,101.29468706624559,-1.2954433285694706,2.0055866670945104,,,66.0,,62.7712432373623,4.155302355783407
36,01,01051,ALABAMA,elmore,scope2,15002.698507759651,4815081.536461037,2407.540768230518,0.0,0.0,0.0,2407.540768230518,0.0,0.0,0.0,81799,0.02943239854069754,58.86479708139509,-1.5311743444058674,1.7698556512581138,,,66.0,,36.477890427735126,3.6237511705069334
37,01,01053,ALABAMA,escambia,scope1,4163284.4834854566,489845146.61209184,244922.57330604593,2017.5045352177722,2026.1130118266071,238031.29725025938,0.0,1673.5080753795044,1174.1504333626447,0.0,37728,6.4917984866954495,12983.596973390899,0.8123650303355736,4.113395025999555,13660970.0,17.0,195.75,69787.84163473819,1251.200885343785,7.132657990341614
38,01,01053,ALABAMA,escambia,scope2,29753.357800535323,9549271.667292224,4774.635833646112,0.0,0.0,0.0,4774.635833646112,0.0,0.0,0.0,37728,0.12655417285957676,253.10834571915353,-0.8977235303159993,2.403306465347982,13660970.0,17.0,195.75,69787.84163473819,24.3914985116021,3.234414413730882
39,01,01055,ALABAMA,etowah,scope1,7903.125720462683,1259438.7628479751,629.7193814239877,116.2804967778615,272.0830331973932,50.79614789293236,0.0,129.2268097178816,61.33289383791893,0.0,102564,0.006139770108653989,12.279540217307975,-2.21184788983801,1.0891821058259712,2269490.0,4.0,32.75,69297.40458015267,19.228072715236266,3.007071377992582
40,01,01055,ALABAMA,etowah,scope2,2277.423689752745,796022.6523226966,398.01132616134834,0.0,0.0,0.0,398.01132616134834,0.0,0.0,0.0,102564,0.0038806143106874568,7.761228621374913,-2.411099519090398,0.8899304765735832,2269490.0,4.0,32.75,69297.40458015267,12.153017592712926,2.576651207029496
41,01,01057,ALABAMA,fayette,scope1,118755.3778434319,18998663.33914562,9499.33166957281,1155.64050797703,3297.4423700582993,725.0335410595055,0.0,1220.4524403446148,3100.7628101333607,0.0,16546,0.5741165036608733,1148.2330073217465,-0.24099996864217157,3.0600300270218095,1334577.0,8.0,32.25,41382.232558139534,294.5529199867538,5.688847907061715
42,01,01057,ALABAMA,fayette,scope2,158937.30228987115,51010561.15438571,25505.28057719285,0.0,0.0,0.0,25505.28057719285,0.0,0.0,0.0,16546,1.541477129045863,3082.9542580917264,0.18793708546676755,3.488967081130749,1334577.0,8.0,32.25,41382.232558139534,790.8614132462899,6.67438639322818
43,01,01059,ALABAMA,franklin,scope1,55388.523042070665,9450798.85170803,4725.399425854015,1918.5832171870034,1354.7369512587231,325.467766460066,0.0,643.6743187956336,482.9371721525888,0.0,31628,0.14940557183046715,298.8111436609343,-0.8256332059335789,2.4753967897304023,3576760.0,3.0,88.5,40415.36723163842,53.394343794960626,3.9962601740988473
44,01,01059,ALABAMA,franklin,scope2,16729.626938300586,5847467.938318092,2923.7339691590464,0.0,0.0,0.0,2923.7339691590464,0.0,0.0,0.0,31628,0.09244131684453795,184.8826336890759,-1.0341338765394998,2.2668961191244814,3576760.0,3.0,88.5,40415.36723163842,33.036542024396006,3.52743471289271
45,01,01067,ALABAMA,henry,scope1,13616.187186515961,2187319.432837179,1093.6597164185894,156.68683825434346,404.47664198454413,34.78534731964514,0.0,246.65513413162145,251.0557547284353,0.0,17164,0.0637182309728845,127.43646194576898,-1.195736290143026,2.1052937055209555,,,,,,
46,01,01067,ALABAMA,henry,scope2,462.84633760688456,148549.46616949138,74.27473308474569,0.0,0.0,0.0,74.27473308474569,0.0,0.0,0.0,17164,0.004327355691257614,8.654711382515229,-2.363777406071979,0.9372525895920023,,,,,,
47,01,01069,ALABAMA,houston,scope1,9591.780233553913,1420094.68191057,710.047340955285,8.640756571793107,218.89754088058012,117.99818359234413,0.0,172.63760598515952,191.87325392540814,0.0,104056,0.006823703976275131,13.647407952550262,-2.16597982185501,1.135050173808971,,,,,,
48,01,01069,ALABAMA,houston,scope2,497.06089442826703,159530.54938886198,79.76527469443099,0.0,0.0,0.0,79.76527469443099,0.0,0.0,0.0,104056,0.0007665610315064099,1.53312206301282,-3.1154532620864823,0.18557673357749888,,,,,,
49,01,01071,ALABAMA,jackson,scope1,497691.86415032373,83837967.51312287,41918.983756561436,7335.849378296609,21168.261985046265,549.9021286424099,0.0,1950.5429302497198,10914.42733432643,0.0,52138,0.8040006090866821,1608.0012181733644,-0.09474362224298548,3.206286373420996,,,,,,
50,01,01071,ALABAMA,jackson,scope2,85127.11790292765,29754285.284102008,14877.142642051005,0.0,0.0,0.0,14877.142642051005,0.0,0.0,0.0,52138,0.28534164413769236,570.6832882753847,-0.5446348406830102,2.756395154980971,,,,,,
51,01,01073,ALABAMA,jefferson,scope1,2185879.619329434,381095719.34609133,190547.85967304563,78343.84609399122,59402.65769579916,12004.377338784143,0.0,8861.345094067034,31935.633450404075,0.0,659521,0.28891856312846087,577.8371262569218,-0.539224553672373,2.761805441991608,118102895.0,35.0,1065.25,110868.71157005397,178.87618838117402,5.192268771891331
52,01,01073,ALABAMA,jefferson,scope2,507809.59385344305,177493516.72811276,88746.75836405638,0.0,0.0,0.0,88746.75836405638,0.0,0.0,0.0,659521,0.1345624451140394,269.1248902280788,-0.8710761299744696,2.4299538656895114,118102895.0,35.0,1065.25,110868.71157005397,83.31073303361313,4.434509176400561
53,01,01075,ALABAMA,lamar,scope1,177659.98500582884,21949791.610258047,10974.895805129025,570.6974300829099,569.6576964128569,8833.11252873697,0.0,749.2509718190493,252.1771780772372,0.0,13918,0.7885397187188551,1577.0794374377099,-0.10317642638582235,3.1978535692781587,,,,,,
54,01,01075,ALABAMA,lamar,scope2,19868.61638874239,6376786.674675824,3188.393337337912,0.0,0.0,0.0,3188.393337337912,0.0,0.0,0.0,13918,0.2290841598892019,458.1683197784038,-0.6400049392285065,2.6610250564354745,,,,,,
55,01,01079,ALABAMA,lawrence,scope1,23742.69866080399,4095680.0444300273,2047.8400222150135,901.1513602045709,541.326959030665,137.33580928356682,0.0,257.22375453887594,210.80213915733492,0.0,33244,0.061600289442155384,123.20057888431077,-1.2104172472051267,2.0906127484588546,,,29.75,,68.83495872991642,4.246134725791947
56,01,01079,ALABAMA,lawrence,scope2,7226.101624273921,2525722.6429976984,1262.8613214988493,0.0,0.0,0.0,1262.8613214988493,0.0,0.0,0.0,33244,0.03798764653768648,75.97529307537295,-1.420357611613919,1.880672384050062,,,29.75,,42.44912005038149,3.7715905995012973
57,01,01081,ALABAMA,lee,scope1,71062.79986022734,12371528.13095321,6185.764065476605,3098.26630247897,1391.4360367553668,562.3827232020549,0.0,618.9273789796869,514.7516240605261,0.0,158991,0.03890637876028583,77.81275752057167,-1.409979189592367,1.8910508060716142,3952192.0,3.0,46.5,84993.37634408602,133.02718420379796,4.898042646568667
58,01,01081,ALABAMA,lee,scope2,20071.27739287496,6441830.257245632,3220.915128622816,0.0,0.0,0.0,3220.915128622816,0.0,0.0,0.0,158991,0.020258474559080804,40.516949118161605,-1.693393259642839,1.6076367360211423,3952192.0,3.0,46.5,84993.37634408602,69.26699201339389,4.252302158160018
59,01,01083,ALABAMA,limestone,scope1,47485.39732160798,8191360.0888600545,4095.680044430027,1802.3027204091418,1082.65391806133,274.67161856713363,0.0,514.447509077752,421.60427831466984,0.0,92753,0.04415684715782807,88.31369431565615,-1.355001943223598,1.9460280524403832,,,,,,
60,01,01083,ALABAMA,limestone,scope2,14452.20324854784,5051445.285995396,2525.722642997698,0.0,0.0,0.0,2525.722642997698,0.0,0.0,0.0,92753,0.027230630200615592,54.46126040123118,-1.5649423076323905,1.7360876880315907,,,,,,
61,01,01085,ALABAMA,lowndes,scope1,118737.3768400633,18456260.77969532,9228.130389847662,4175.064703722177,595.5114206627065,3497.09810232733,0.0,203.32941854956923,757.1267445858786,0.0,10358,0.8909181685506528,1781.8363371013054,-0.05016218437949569,3.2508678112844853,,,,,,
62,01,01085,ALABAMA,lowndes,scope2,18093.671814231264,5807122.300993329,2903.561150496664,0.0,0.0,0.0,2903.561150496664,0.0,0.0,0.0,10358,0.28032063627115894,560.6412725423179,-0.5523449297502421,2.748685065913739,,,,,,
63,01,01087,ALABAMA,macon,scope1,32003.971110252474,5202319.95170319,2601.159975851595,995.9767521768027,608.0922568096717,498.97701671922533,0.0,250.93728032629613,247.17666981959889,0.0,18963,0.13717027769085033,274.34055538170065,-0.862739982166018,2.438290013497963,,,,,,
64,01,01087,ALABAMA,macon,scope2,6142.817477089879,1971523.123022655,985.7615615113275,0.0,0.0,0.0,985.7615615113275,0.0,0.0,0.0,18963,0.051983418315210014,103.96683663042003,-1.2841351656464435,2.016894830017538,,,,,,
65,01,01089,ALABAMA,madison,scope1,47485.39732160798,8191360.0888600545,4095.680044430027,1802.3027204091418,1082.65391806133,274.67161856713363,0.0,514.447509077752,421.60427831466984,0.0,356967,0.011473553702247062,22.947107404494126,-1.9403020472913874,1.3607279483725936,,,52.0,,78.76307777750051,4.37906071289179
66,01,01089,ALABAMA,madison,scope2,14452.20324854784,5051445.285995396,2525.722642997698,0.0,0.0,0.0,2525.722642997698,0.0,0.0,0.0,356967,0.0070755073802275786,14.151014760455157,-2.15024241170018,1.1507875839638013,,,52.0,,48.57158928841727,3.903417873015745
67,01,01093,ALABAMA,marion,scope1,32003.971110252474,5202319.95170319,2601.159975851595,995.9767521768027,608.0922568096717,498.97701671922533,0.0,250.93728032629613,247.17666981959889,0.0,29998,0.08671111326927111,173.42222653854222,-1.0619252379076534,2.2391047577563277,,,,,,
68,01,01093,ALABAMA,marion,scope2,6142.817477089879,2147084.8322378607,1073.5424161189303,0.0,0.0,0.0,1073.5424161189303,0.0,0.0,0.0,29998,0.035787133012831866,71.57426602566373,-1.4462730925175122,1.854756903146469,,,,,,
69,01,01095,ALABAMA,marshall,scope1,47485.39732160798,8191360.0888600545,4095.680044430027,1802.3027204091418,1082.65391806133,274.67161856713363,0.0,514.447509077752,421.60427831466984,0.0,95157,0.043041290125056766,86.08258025011354,-1.3661147195490122,1.934915276114969,,,,,,
70,01,01095,ALABAMA,marshall,scope2,14452.20324854784,5051445.285995396,2525.722642997698,0.0,0.0,0.0,2525.722642997698,0.0,0.0,0.0,95157,0.026542688851032486,53.08537770206497,-1.5760550839578045,1.7249749117061766,,,,,,
71,01,01097,ALABAMA,mobile,scope1,19707850.241893124,2309385356.1057673,1154692.6780528836,4218.8022475643,6674.669552111419,1136306.0483221535,0.0,5760.4124679764445,1732.7454630779937,0.0,414836,2.7834919776800557,5566.983955360111,0.4445899739618706,3.7456199696258516,28990519.0,22.0,310.0,93517.80322580645,3724.815090493173,8.223040923116656
72,01,01097,ALABAMA,mobile,scope2,29735.942743832748,9543682.344948538,4771.841172474269,0.0,0.0,0.0,4771.841172474269,0.0,0.0,0.0,414836,0.011502958211134687,23.005916422269372,-1.9391904579454688,1.3618395377185124,28990519.0,22.0,310.0,93517.80322580645,15.393036040239577,2.7968566129558767
73,01,01099,ALABAMA,monroe,scope1,177659.98500582884,21949791.610258047,10974.895805129025,570.6974300829099,569.6576964128569,8833.11252873697,0.0,749.2509718190493,252.1771780772372,0.0,21530,0.5097489923422678,1019.4979846845354,-0.2926436240503134,3.0083863716136676,,,18.25,,601.3641537057,6.400862168914513
74,01,01099,ALABAMA,monroe,scope2,19868.61638874239,6376786.674675824,3188.393337337912,0.0,0.0,0.0,3188.393337337912,0.0,0.0,0.0,21530,0.14809072630459413,296.1814526091883,-0.8294721368929977,2.4715578587709834,,,18.25,,174.7064842376938,5.16881489967823
75,01,01101,ALABAMA,montgomery,scope1,63093.03114093279,10477361.856333032,5238.680928166516,1877.366065959136,1669.197284681003,541.691844099583,0.0,750.6139184913432,399.8118149354508,0.0,226349,0.02314426362902649,46.28852725805297,-1.6355566324200719,1.6654733632439092,1100615.0,4.0,26.25,41928.19047619047,199.56879726348635,5.3011573163876955
76,01,01101,ALABAMA,montgomery,scope2,17006.192593090847,5458098.349316239,2729.0491746581192,0.0,0.0,0.0,2729.0491746581192,0.0,0.0,0.0,226349,0.012056820108143263,24.113640216286527,-1.9187672188613434,1.3822627768026379,1100615.0,4.0,26.25,41928.19047619047,103.96377808221406,4.653615319995882
77,01,01103,ALABAMA,morgan,scope1,2317254.8002060885,347305805.6784101,173652.90283920505,78255.93275673907,3522.7501723196733,82688.93582094095,0.0,2872.754272573435,6312.5298166319235,0.0,119012,1.4591209528384117,2918.2419056768235,0.1640912939311819,3.4651212895951633,3178548.0,6.0,36.25,87684.08275862069,4790.424905909105,8.474583121305605
78,01,01103,ALABAMA,morgan,scope2,256185.21006751113,89543825.91230865,44771.91295615432,0.0,0.0,0.0,44771.91295615432,0.0,0.0,0.0,119012,0.3761966268624536,752.3932537249071,-0.42458510283558865,2.8764448928283923,3178548.0,6.0,36.25,87684.08275862069,1235.0872539628779,7.119706229347108
79,01,01107,ALABAMA,pickens,scope1,7903.125720462683,1259438.7628479751,629.7193814239877,116.2804967778615,272.0830331973932,50.79614789293236,0.0,129.2268097178816,61.33289383791893,0.0,20324,0.030984027820507166,61.968055641014324,-1.5088621260695039,1.7921678695944772,,,,,,
80,01,01107,ALABAMA,pickens,scope2,2277.423689752745,730933.8885638218,365.4669442819109,0.0,0.0,0.0,365.4669442819109,0.0,0.0,0.0,20324,0.01798203819533118,35.964076390662356,-1.7451610841924585,1.5558689114715227,,,,,,
81,01,01111,ALABAMA,randolph,scope1,47154.805077238736,8360336.084186309,4180.168042093154,2591.9271641396563,617.5642373880735,575.4222092698425,0.0,208.95973980386987,186.29469149171237,0.0,22652,0.18453858564776418,369.0771712955284,-0.7339128122591507,2.5671171834048305,,,,,,
82,01,01111,ALABAMA,randolph,scope2,11238.148288654244,3606857.812994261,1803.4289064971304,0.0,0.0,0.0,1803.4289064971304,0.0,0.0,0.0,22652,0.07961455529300417,159.22911058600835,-1.0990075264135357,2.2020224692504455,,,,,,
83,01,01113,ALABAMA,russell,scope1,92212.0516019003,13345274.575660957,6672.637287830479,1183.8702234575173,1120.6385438697187,1978.7452153182537,0.0,1931.885899106833,457.497406078156,0.0,58172,0.11470530990563294,229.41061981126586,-0.9404164773965599,2.3606135182674213,1050023.0,4.0,23.5,44681.82978723404,283.94201224810547,5.652285693770557
84,01,01113,ALABAMA,russell,scope2,26225.80521712129,8417111.789220478,4208.555894610238,0.0,0.0,0.0,4208.555894610238,0.0,0.0,0.0,58172,0.0723467629548621,144.69352590972423,-1.1405808959518748,2.1604490997121064,1050023.0,4.0,23.5,44681.82978723404,179.08748487703141,5.1934427599119175
85,01,01115,ALABAMA,st clair,scope1,9591.780233553913,1420094.68191057,710.047340955285,8.640756571793107,218.89754088058012,117.99818359234413,0.0,172.63760598515952,191.87325392540814,0.0,88019,0.008066978049685692,16.133956099371385,-2.0932891247743224,1.2077408708896589,,,,,,
86,01,01115,ALABAMA,st clair,scope2,497.06089442826703,159530.54938886198,79.76527469443099,0.0,0.0,0.0,79.76527469443099,0.0,0.0,0.0,88019,0.0009062279132281779,1.8124558264563557,-3.042762565005795,0.2582674306581866,,,,,,
87,01,01117,ALABAMA,shelby,scope1,803850.1417392195,119398783.3615073,59699.391680753644,12175.090713077681,14929.953740782335,19856.748999229178,0.0,5073.771983833386,7663.826243831064,0.0,210622,0.2834432855103154,566.8865710206308,-0.5475338265557343,2.7534961691082467,28108701.0,17.0,413.75,67936.43746223566,144.28855995348312,4.978721833501903
88,01,01117,ALABAMA,shelby,scope2,207344.695493091,66546802.52592813,33273.401262964064,0.0,0.0,0.0,33273.401262964064,0.0,0.0,0.0,210622,0.15797685551824625,315.95371103649256,-0.8014065349251841,2.499623460738797,28108701.0,17.0,413.75,67936.43746223566,80.41909670807024,4.3996098487866915
89,01,01119,ALABAMA,sumter,scope1,1780340.1431839261,370912881.8818971,185456.44094094852,180915.49506672134,323.4283874653133,3447.62102718223,0.0,74.10260883168763,695.7938507479596,0.0,13040,14.22211970406047,28444.239408120942,1.1529643296687644,4.453994325332745,,,,,,
90,01,01119,ALABAMA,sumter,scope2,15816.248124478518,5076188.412429507,2538.0942062147533,0.0,0.0,0.0,2538.0942062147533,0.0,0.0,0.0,13040,0.19463912624346266,389.2782524869254,-0.710769853668763,2.5902601419952185,,,,,,
91,01,01121,ALABAMA,talladega,scope1,1896412.68408241,227130040.61267096,113565.02030633549,3819.6553047672587,2582.4586893209903,104965.22133657346,0.0,1085.1570639182703,1112.5279117554978,0.0,80103,1.4177374169049284,2835.4748338098566,0.1515958014046905,3.452625797068672,,,396.75,,286.2382364368884,5.660311963538296
