,FIPSTATE,FIPS,NAICS,STATE,County,MMBTU_TOTAL,lbCO2e,tonCO2e,tonCO2e_Coal,tonCO2e_Diesel,tonCO2e_Natural_gas,tonCO2e_Net_electricity,tonCO2e_Other,tonCO2e_Residual_fuel_oil,tonCO2e_LPG_NGL,lbCO2e_log10,tonCO2e_log10,NAICS_desc,POP,tonCO2e_percapita,lbCO2e_percapita,tonCO2e_percapita_log10,lbCO2e_percapita_log10
25,01,01049,2123,ALABAMA,dekalb,30968.800285077912,6621402.687427726,3310.701343713863,901.1513602045709,541.326959030665,137.33580928356682,1262.8613214988493,257.22375453887594,210.80213915733492,0.0,6.820950000750941,3.5199200050869606,Nonmetallic Mineral Mining and Quarrying,70900,0.046695364509363374,93.39072901872673,-1.330726230096106,1.970303765567875
26,01,01051,2123,ALABAMA,elmore,65063.32993826717,13100885.64379286,6550.442821896429,1249.9928505381554,1462.639445381592,295.37800641474655,2407.540768230518,677.3441369391579,457.54761439225945,0.0,7.117300655748209,3.8162706600842276,Nonmetallic Mineral Mining and Quarrying,81799,0.08007974207382033,160.15948414764068,-1.0964773343311474,2.204552661332834
27,01,01053,2111,ALABAMA,escambia,4103216.609552919,483522322.5228848,241761.1612614424,562.0566735111169,350.7601555322768,237102.79907976981,3108.628062643481,576.6133658338897,60.30392415182905,0.0,8.684416528728692,5.38338653306471,Oil and Gas Extraction,37728,6.408003638184966,12816.007276369932,0.8067227496497154,4.107752745313697
28,01,01053,2123,ALABAMA,escambia,39377.02609316192,7973969.600002081,3986.9848000010406,1412.2440788476897,580.86515189143,338.5072525278536,1267.181397530476,233.70667961981653,154.48023958377513,0.0,6.901674575623277,3.600644579959295,Nonmetallic Mineral Mining and Quarrying,37728,0.10567707803225829,211.35415606451656,-0.9760192034556998,2.3250107922082814
29,01,01053,2131,ALABAMA,escambia,50444.205639910906,7898126.15649716,3949.06307824858,43.20378285896553,1094.4877044029004,589.9909179617207,398.82637347215496,863.1880299257981,959.3662696270405,0.0,6.897524066426734,3.5964940707627533,Support Activities for Mining,37728,0.10467194333780164,209.34388667560327,-0.980169712652242,2.320860283011739
30,01,01055,2123,ALABAMA,etowah,10180.549410215428,2055461.415170672,1027.730707585336,116.2804967778615,272.0830331973932,50.79614789293236,398.01132616134834,129.2268097178816,61.33289383791893,0.0,6.312909328678644,3.0118793330146625,Nonmetallic Mineral Mining and Quarrying,102564,0.010020384419341445,20.04076883868289,-1.9991156169921014,1.3019143786718799
31,01,01057,2121,ALABAMA,fayette,233347.12322523363,62934479.90062636,31467.23995031318,973.0314000073073,2236.2731054320147,336.2536429628279,25191.710020024813,455.88448825751465,2274.087293628701,0.0,7.798888647477227,4.497858651813246,Coal Mining,16546,1.9018034540259385,3803.6069080518773,0.27916563182188964,3.580195627485871
32,01,01057,2131,ALABAMA,fayette,44345.55690806939,7074744.592904966,3537.3722964524836,182.60910796972277,1061.1692646262845,388.7798980966776,313.57055716803865,764.5679520871003,826.6755165046596,0.0,6.849710765907395,3.5486807702434144,Support Activities for Mining,16546,0.213790178680798,427.58035736159593,-0.6700122497479419,2.631017745916039
33,01,01059,2123,ALABAMA,franklin,72118.14998037125,15298266.790026123,7649.133395013061,1918.5832171870034,1354.7369512587231,325.467766460066,2923.7339691590464,643.6743187956336,482.9371721525888,0.0,7.1846422304146085,3.8836122347506272,Nonmetallic Mineral Mining and Quarrying,31628,0.2418468886750051,483.6937773500102,-0.6164594953748369,2.6845705002891442
34,01,01067,2131,ALABAMA,henry,14079.033524122846,2335868.8990066703,1167.9344495033351,156.68683825434346,404.47664198454413,34.78534731964514,74.27473308474569,246.65513413162145,251.0557547284353,0.0,6.368448464281232,3.0674184686172503,Support Activities for Mining,17164,0.06804558666414211,136.0911733282842,-1.167200037243384,2.1338299584205975
35,01,01069,2131,ALABAMA,houston,10088.84112798218,1579625.231299432,789.812615649716,8.640756571793107,218.89754088058012,117.99818359234413,79.76527469443099,172.63760598515952,191.87325392540814,0.0,6.198554062090715,2.8975240664267345,Support Activities for Mining,104056,0.007590265007781541,15.18053001556308,-2.119743060809658,1.1812869348543233
36,01,01071,2121,ALABAMA,jackson,551850.1817681735,106970850.10979715,53485.42505489857,6434.698018092038,20626.9350260156,412.56631935884315,13614.281320552156,1693.3191757108439,10703.625195169096,0.0,8.029265447206688,4.728235451542708,Coal Mining,52138,1.025843435783854,2051.686871567708,0.011081083813255515,3.3121110794772366
37,01,01071,2123,ALABAMA,jackson,30968.800285077912,6621402.687427726,3310.701343713863,901.1513602045709,541.326959030665,137.33580928356682,1262.8613214988493,257.22375453887594,210.80213915733492,0.0,6.820950000750941,3.5199200050869606,Nonmetallic Mineral Mining and Quarrying,52138,0.0634988174405206,126.9976348810412,-1.1972343626424915,2.1037956330214898
38,01,01073,2111,ALABAMA,jefferson,187439.76026658903,27300592.06462946,13650.29603231473,562.0566735111169,350.7601555322768,8715.114345144626,3385.447568140993,576.6133658338897,60.30392415182905,0.0,7.43617206563465,4.1351420699706685,Oil and Gas Extraction,659521,0.02069728792914059,41.39457585828118,-1.6840865586288027,1.6169434370351785
39,01,01073,2121,ALABAMA,jefferson,2129825.0130181853,454846865.5623519,227423.43278117594,68384.49094254017,51483.92471885109,1467.0352096148758,72919.15763347877,4782.567880853418,28386.256395837616,0.0,8.657865206249902,5.3568352105859205,Coal Mining,659521,0.3448312226315401,689.6624452630801,-0.46239341801355094,2.8386365776504303
40,01,01073,2123,ALABAMA,jefferson,276946.87896356976,59115411.57399447,29557.70578699723,8505.174463706395,4639.397790939356,1386.3975789034557,11084.901588230547,2162.2699062129427,1779.5644590045356,0.0,7.771700717581818,4.470670721917837,Nonmetallic Mineral Mining and Quarrying,659521,0.04481692893326707,89.63385786653416,-1.3485579066816347,1.9524720889823466
41,01,01073,2131,ALABAMA,jefferson,99477.56093453302,17326366.873228244,8663.183436614121,892.1240142335366,2928.575030476437,435.8302051211854,1357.25157420608,1339.893941166783,1709.5086714100994,0.0,7.238707506030417,3.937677510366436,Support Activities for Mining,659521,0.013135568748552541,26.271137497105087,-1.8815511182330353,1.419478877430946
42,01,01075,2111,ALABAMA,lamar,187439.76026658903,26746953.05363444,13373.47652681722,562.0566735111169,350.7601555322768,8715.114345144626,3108.628062643481,576.6133658338897,60.30392415182905,0.0,7.427274315427816,4.126244319763835,Oil and Gas Extraction,13918,0.9608763131784178,1921.7526263568357,-0.01733251239516126,3.28369748326882
43,01,01075,2131,ALABAMA,lamar,10088.84112798218,1579625.231299432,789.812615649716,8.640756571793107,218.89754088058012,117.99818359234413,79.76527469443099,172.63760598515952,191.87325392540814,0.0,6.198554062090715,2.8975240664267345,Support Activities for Mining,13918,0.05674756542963903,113.49513085927806,-1.2460527657322618,2.0549772299317195
44,01,01079,2123,ALABAMA,lawrence,30968.800285077912,6621402.687427726,3310.701343713863,901.1513602045709,541.326959030665,137.33580928356682,1262.8613214988493,257.22375453887594,210.80213915733492,0.0,6.820950000750941,3.5199200050869606,Nonmetallic Mineral Mining and Quarrying,33244,0.09958793597984186,199.17587195968372,-1.0017932685513662,2.299236727112615
45,01,01081,2123,ALABAMA,lee,91134.07725310232,18813358.38819884,9406.67919409942,3098.26630247897,1391.4360367553668,562.3827232020549,3220.915128622816,618.9273789796869,514.7516240605261,0.0,7.27446632873876,3.973436333074779,Nonmetallic Mineral Mining and Quarrying,158991,0.059164853319366634,118.32970663873327,-1.2279362078433866,2.0730937878205946
46,01,01083,2123,ALABAMA,limestone,61937.600570155824,13242805.374855451,6621.402687427725,1802.3027204091418,1082.65391806133,274.67161856713363,2525.722642997698,514.447509077752,421.60427831466984,0.0,7.121979996414923,3.820950000750942,Nonmetallic Mineral Mining and Quarrying,92753,0.07138747735844367,142.77495471688735,-1.1463779645698375,2.1546520310941437
47,01,01085,2123,ALABAMA,lowndes,136831.04865429457,24263383.080688648,12131.691540344325,4175.064703722177,595.5114206627065,3497.09810232733,2903.561150496664,203.32941854956923,757.1267445858786,0.0,7.384951355097744,4.083921359433763,Nonmetallic Mineral Mining and Quarrying,10358,1.1712388048218116,2342.477609643623,0.06864545275188799,3.3696754484158693
48,01,01087,2123,ALABAMA,macon,38146.78858734235,7173843.074725845,3586.921537362922,995.9767521768027,608.0922568096717,498.97701671922533,985.7615615113275,250.93728032629613,247.17666981959889,0.0,6.855751872406016,3.5547218767420343,Nonmetallic Mineral Mining and Quarrying,18963,0.18915369600606033,378.3073920121207,-0.7231851683053907,2.5778448273585908
49,01,01089,2123,ALABAMA,madison,61937.600570155824,13242805.374855451,6621.402687427725,1802.3027204091418,1082.65391806133,274.67161856713363,2525.722642997698,514.447509077752,421.60427831466984,0.0,7.121979996414923,3.820950000750942,Nonmetallic Mineral Mining and Quarrying,356967,0.01854906108247464,37.09812216494929,-1.731678068637627,1.5693519270263543
50,01,01093,2123,ALABAMA,marion,38146.78858734235,7349404.783941051,3674.7023919705252,995.9767521768027,608.0922568096717,498.97701671922533,1073.5424161189303,250.93728032629613,247.17666981959889,0.0,6.866252167721289,3.565222172057307,Nonmetallic Mineral Mining and Quarrying,29998,0.12249824628210298,244.996492564206,-0.9118701287317533,2.389159866932228
51,01,01095,2123,ALABAMA,marshall,61937.600570155824,13242805.374855451,6621.402687427725,1802.3027204091418,1082.65391806133,274.67161856713363,2525.722642997698,514.447509077752,421.60427831466984,0.0,7.121979996414923,3.820950000750942,Nonmetallic Mineral Mining and Quarrying,95157,0.06958397897608926,139.1679579521785,-1.1574907408952517,2.1435392547687293
52,01,01097,2111,ALABAMA,mobile,19656692.03904863,2305470541.760096,1152735.2708800477,3934.3967145778183,4817.118240433152,1135496.4669248136,3562.315635743861,4466.133212629724,458.84015184970724,0.0,9.362759577376172,6.06172958171219,Oil and Gas Extraction,414836,2.778773469226508,5557.546938453018,0.4438531437277485,3.74488313939173
53,01,01097,2123,ALABAMA,mobile,20361.098820430856,3980745.3028235943,1990.372651411797,232.56099355572306,544.1660663947866,101.59229578586469,730.9338885638218,258.45361943576324,122.66578767583786,0.0,6.599964391320132,3.2989343956561505,Nonmetallic Mineral Mining and Quarrying,414836,0.004797974745228951,9.595949490457903,-2.3189420423282914,0.9820879533356901
54,01,01097,2131,ALABAMA,mobile,60533.04676789309,9477751.387796592,4738.875693898297,51.84453943075864,1313.3852452834806,707.9891015540649,478.5916481665859,1035.8256359109575,1151.2395235524486,0.0,6.976705312474359,3.675675316810378,Support Activities for Mining,414836,0.011423491919453223,22.84698383890644,-1.9422011211740637,1.3588288744899173
55,01,01099,2111,ALABAMA,monroe,187439.76026658903,26746953.05363444,13373.47652681722,562.0566735111169,350.7601555322768,8715.114345144626,3108.628062643481,576.6133658338897,60.30392415182905,0.0,7.427274315427816,4.126244319763835,Oil and Gas Extraction,21530,0.6211554355233265,1242.310871046653,-0.20679971005965228,3.0942302856043287
56,01,01099,2131,ALABAMA,monroe,10088.84112798218,1579625.231299432,789.812615649716,8.640756571793107,218.89754088058012,117.99818359234413,79.76527469443099,172.63760598515952,191.87325392540814,0.0,6.198554062090715,2.8975240664267345,Support Activities for Mining,21530,0.03668428312353535,73.36856624707069,-1.4355199633967528,1.8655100322672284
57,01,01101,2123,ALABAMA,montgomery,80099.22373402363,15935460.205649272,7967.730102824636,1877.366065959136,1669.197284681003,541.691844099583,2729.0491746581192,750.6139184913432,399.8118149354508,0.0,7.202364610130932,3.9013346144669505,Nonmetallic Mineral Mining and Quarrying,226349,0.03520108373716975,70.4021674743395,-1.4534439656744982,1.847586029989483
58,01,01103,2123,ALABAMA,morgan,2573440.010273599,436849631.59071875,218424.81579535938,78255.93275673907,3522.7501723196733,82688.93582094095,44771.91295615432,2872.754272573435,6312.5298166319235,0.0,8.640331973793492,5.3393019781295115,Nonmetallic Mineral Mining and Quarrying,119012,1.8353175797008652,3670.6351594017306,0.2637112245434169,3.5647412202073983
59,01,01107,2123,ALABAMA,pickens,10180.549410215428,1990372.651411797,995.1863257058985,116.2804967778615,272.0830331973932,50.79614789293236,365.4669442819109,129.2268097178816,61.33289383791893,0.0,6.2989343956561505,2.9979043999921697,Nonmetallic Mineral Mining and Quarrying,20324,0.04896606601583835,97.93213203167669,-1.3101047862460884,1.9909252094178926
60,01,01111,2123,ALABAMA,randolph,58392.95336589298,11967193.89718057,5983.596948590284,2591.9271641396563,617.5642373880735,575.4222092698425,1803.4289064971304,208.95973980386987,186.29469149171237,0.0,7.077992327696451,3.77696233203247,Nonmetallic Mineral Mining and Quarrying,22652,0.2641531409407683,528.3062818815367,-0.5781442209220213,2.72288577474196
61,01,01113,2123,ALABAMA,russell,118437.85681902159,21762386.364881434,10881.193182440718,1183.8702234575173,1120.6385438697187,1978.7452153182537,4208.555894610238,1931.885899106833,457.497406078156,0.0,7.337706516406431,4.03667652074245,Nonmetallic Mineral Mining and Quarrying,58172,0.18705207286049505,374.10414572099006,-0.7280374747050883,2.572992520958893
62,01,01115,2131,ALABAMA,st clair,10088.84112798218,1579625.231299432,789.812615649716,8.640756571793107,218.89754088058012,117.99818359234413,79.76527469443099,172.63760598515952,191.87325392540814,0.0,6.198554062090715,2.8975240664267345,Support Activities for Mining,88019,0.008973205962913872,17.946411925827743,-2.04705236372897,1.253977631935011
63,01,01117,2111,ALABAMA,shelby,374879.5205331781,53493906.10726888,26746.95305363444,1124.1133470222337,701.5203110645537,17430.228690289252,6217.256125286962,1153.2267316677796,120.6078483036581,0.0,7.728304311091797,4.427274315427816,Oil and Gas Extraction,210622,0.12699030990891,253.98061981781996,-0.8962294169467693,2.4048005787172118
64,01,01117,2121,ALABAMA,shelby,300623.622202008,66382053.03219564,33191.026516097816,2631.4150393676664,7993.781561387873,305.64892793436167,16762.880306171497,792.3819693657051,4704.918711870714,0.0,7.822050679931063,4.521020684267082,Coal Mining,210622,0.15758575322662313,315.1715064532463,-0.8024830481075031,2.498546947556478
65,01,01117,2123,ALABAMA,shelby,275716.64145775023,56502516.18174827,28251.258090874137,8088.907137035509,4666.624895857598,1546.8673430948274,9897.09731872642,2179.5005069194226,1872.2608892403593,0.0,7.75206778834186,4.451037792677878,Nonmetallic Mineral Mining and Quarrying,210622,0.1341325127046279,268.26502540925577,-0.872465939696707,2.428564055967274
66,01,01117,2131,ALABAMA,shelby,59975.05303937424,9567110.566222636,4783.555283111317,330.6551896522731,1568.026972472311,574.0040379107356,396.167512779187,948.6627758804782,966.0387944163325,0.0,6.980780793093269,3.679750797429288,Support Activities for Mining,210622,0.022711565188400628,45.42313037680127,-1.6437529349452977,1.6572770607186835
67,01,01119,2123,ALABAMA,sumter,1796156.3913084047,375989070.2943266,187994.5351471633,180915.49506672134,323.4283874653133,3447.62102718223,2538.0942062147533,74.10260883168763,695.7938507479596,0.0,8.575175220513156,5.274145224849176,Nonmetallic Mineral Mining and Quarrying,13040,14.416758830303934,28833.517660607868,1.158867633453274,4.459897629117255
68,01,01121,2123,ALABAMA,talladega,1905516.4395046558,232606811.79117018,116303.40589558508,3583.1503360126544,1959.990100704273,104949.53790089863,4099.0956302907925,893.3817342250427,818.2501934536846,0.0,8.366622428707133,5.065592433043152,Nonmetallic Mineral Mining and Quarrying,80103,1.4519232225457859,2903.8464450915717,0.1619436515525753,3.4629736472165566
69,01,01121,2131,ALABAMA,talladega,18377.334675487873,3343221.4023674657,1671.6107011837328,236.50496875460465,622.4685886167175,15.683435674835925,310.9006601425337,191.77532969322763,294.2777183018133,0.0,6.5241651383761585,3.2231351427121777,Support Activities for Mining,80103,0.020868265872485834,41.73653174497167,-1.680513638778399,1.6205163568855823
70,01,01123,2123,ALABAMA,tallapoosa,29196.47668294649,5983596.948590285,2991.798474295142,1295.9635820698281,308.78211869403674,287.71110463492124,901.7144532485652,104.47986990193493,93.14734574585619,0.0,6.77696233203247,3.4759323363684893,Nonmetallic Mineral Mining and Quarrying,40727,0.07345982945699762,146.91965891399528,-1.1339500842397154,2.167079911424266
71,01,01125,2111,ALABAMA,tuscaloosa,3377339.170890118,454758881.9475367,227379.44097376842,6182.623408622287,3980.9016469033522,170330.38270180093,39646.1668593092,6557.6668500690375,681.6995070635714,0.0,8.657781190073363,5.356751194409383,Oil and Gas Extraction,206102,1.1032374308535018,2206.4748617070027,0.04266898824516558,3.3436989839091464
72,01,01125,2121,ALABAMA,tuscaloosa,1153097.4261721894,237508545.31003866,118754.27265501933,11697.52809682737,36614.49814879135,1023.8641752275664,46026.83650082027,3278.083114442254,20113.462618910526,0.0,8.375679239705024,5.0746492440410425,Coal Mining,206102,0.5761917528942918,1152.3835057885835,-0.23943296212317455,3.0615970335408065
73,01,01125,2123,ALABAMA,tuscaloosa,170194.907978962,32601775.153078195,16300.887576539097,2869.892447088798,1931.2094287336554,2202.620685992455,6162.289625702579,2317.1065984667034,817.7687905549069,0.0,7.513241247865404,4.212211252201422,Nonmetallic Mineral Mining and Quarrying,206102,0.07909136047461499,158.18272094922997,-1.1018709539627947,2.1991590417011864
74,01,01125,2131,ALABAMA,tuscaloosa,139135.3194560497,22047615.34230709,11023.807671153547,408.4219987984111,3216.82623365547,1367.550714155076,1025.9674878082324,2392.3239340999976,2612.71730263636,0.0,7.343361623296712,4.042331627632731,Support Activities for Mining,206102,0.05348714554518417,106.97429109036831,-1.2717505785314867,2.0292794171324946
75,01,01127,2111,ALABAMA,walker,187439.76026658903,26746953.05363444,13373.47652681722,562.0566735111169,350.7601555322768,8715.114345144626,3108.628062643481,576.6133658338897,60.30392415182905,0.0,7.427274315427816,4.126244319763835,Oil and Gas Extraction,64967,0.20585030133478874,411.70060266957745,-0.6864484929223117,2.6145815027416694
76,01,01127,2121,ALABAMA,walker,2324074.2886853106,450444996.9329027,225222.49846645133,26225.307772371805,83625.8766567784,1818.3920989167866,62600.15856392149,7001.218946972131,43951.54442749073,0.0,8.65364176759721,5.352611771933229,Coal Mining,64967,3.4667215427286364,6933.443085457274,0.5399189592470819,3.840948954911063
77,01,01127,2123,ALABAMA,walker,10180.549410215428,1990372.651411797,995.1863257058985,116.2804967778615,272.0830331973932,50.79614789293236,365.4669442819109,129.2268097178816,61.33289383791893,0.0,6.2989343956561505,2.9979043999921697,Nonmetallic Mineral Mining and Quarrying,64967,0.015318335858295727,30.636671716591454,-1.814788412693977,1.4862415829700042
78,01,01127,2131,ALABAMA,walker,45253.44263033591,8235231.338799437,4117.615669399718,473.0099375092093,1466.3609065569774,92.73762762918355,889.4389510522749,538.5869962901183,657.481250361955,0.0,6.915675803597197,3.6146458079332158,Support Activities for Mining,64967,0.06338011097018052,126.76022194036105,-1.1980470047529308,2.1029829909110505
79,01,01129,2111,ALABAMA,washington,1433784.3950245006,167250949.679608,83625.474839804,0.0,0.0,83625.474839804,0.0,0.0,0.0,0.0,8.223368592445496,4.922338596781514,Oil and Gas Extraction,16756,4.990777920733111,9981.555841466221,0.6981682450923322,3.9991982407563134
