1001,01001,Autauga,Alabama,AL
1003,01003,Baldwin,Alabama,AL
1005,01005,Barbour,Alabama,AL
1007,01007,Bibb,Alabama,AL
1009,01009,Blount,Alabama,AL
1011,01011,Bullock,Alabama,AL
1013,01013,Butler,Alabama,AL
1015,01015,Calhoun,Alabama,AL
1017,01017,Chambers,Alabama,AL
1019,01019,Cherokee,Alabama,AL
1021,01021,Chilton,Alabama,AL
1023,01023,Choctaw,Alabama,AL
1025,01025,Clarke,Alabama,AL
1027,01027,Clay,Alabama,AL
1029,01029,Cleburne,Alabama,AL
1031,01031,Coffee,Alabama,AL
1033,01033,Colbert,Alabama,AL
1035,01035,Conecuh,Alabama,AL
1037,01037,Coosa,Alabama,AL
1039,01039,Covington,Alabama,AL
1041,01041,Crenshaw,Alabama,AL
1043,01043,Cullman,Alabama,AL
1045,01045,Dale,Alabama,AL
1047,01047,Dallas,Alabama,AL
1049,01049,DeKalb,Alabama,AL
1051,01051,Elmore,Alabama,AL
1053,01053,Escambia,Alabama,AL
1055,01055,Etowah,Alabama,AL
1057,01057,Fayette,Alabama,AL
1059,01059,Franklin,Alabama,AL
1061,01061,Geneva,Alabama,AL
1063,01063,Greene,Alabama,AL
1065,01065,Hale,Alabama,AL
1067,01067,Henry,Alabama,AL
1069,01069,Houston,Alabama,AL
1071,01071,Jackson,Alabama,AL
1073,01073,Jefferson,Alabama,AL
1075,01075,Lamar,Alabama,AL
1077,01077,Lauderdale,Alabama,AL
1079,01079,Lawrence,Alabama,AL
1081,01081,Lee,Alabama,AL
1083,01083,Limestone,Alabama,AL
1085,01085,Lowndes,Alabama,AL
1087,01087,Macon,Alabama,AL
1089,01089,Madison,Alabama,AL
1091,01091,Marengo,Alabama,AL
1093,01093,Marion,Alabama,AL
1095,01095,Marshall,Alabama,AL
1097,01097,Mobile,Alabama,AL
1099,01099,Monroe,Alabama,AL
1101,01101,Montgomery,Alabama,AL
1103,01103,Morgan,Alabama,AL
1105,01105,Perry,Alabama,AL
1107,01107,Pickens,Alabama,AL
1109,01109,Pike,Alabama,AL
1111,01111,Randolph,Alabama,AL
1113,01113,Russell,Alabama,AL
1115,01115,St Clair,Alabama,AL
1117,01117,Shelby,Alabama,AL
1119,01119,Sumter,Alabama,AL
1121,01121,Talladega,Alabama,AL
1123,01123,Tallapoosa,Alabama,AL
1125,01125,Tuscaloosa,Alabama,AL
1127,01127,Walker,Alabama,AL
1129,01129,Washington,Alabama,AL
1131,01131,Wilcox,Alabama,AL
1133,01133,Winston,Alabama,AL
2013,02013,Aleutians East,Alaska,AK
2016,02016,Aleutians West,Alaska,AK
2020,02020,Anchorage,Alaska,AK
2050,02050,Bethel,Alaska,AK
2060,02060,Bristol Bay,Alaska,AK
2068,02068,Denali,Alaska,AK
2070,02070,Dillingham,Alaska,AK
2090,02090,Fairbanks North Star,Alaska,AK
2100,02100,Haines,Alaska,AK
2110,02110,Juneau,Alaska,AK
2122,02122,Kenai Peninsula,Alaska,AK
2130,02130,Ketchikan Gateway,Alaska,AK
2150,02150,Kodiak Island,Alaska,AK
2164,02164,Lake and Peninsula,Alaska,AK
2170,02170,Matanuska Susitna,Alaska,AK
2180,02180,Nome,Alaska,AK
2185,02185,North Slope,Alaska,AK
2188,02188,Northwest Arctic,Alaska,AK
2201,02201,Prince of Wales Ketchikan,Alaska,AK
2220,02220,Sitka,Alaska,AK
2232,02232,Skagway Hoonah Angoon,Alaska,AK
2240,02240,Southeast Fairbanks,Alaska,AK
2261,02261,Valdez Cordova,Alaska,AK
2270,02270,Wade Hampton,Alaska,AK
2280,02280,Wrangell Petersburg,Alaska,AK
2282,02282,Yakutat,Alaska,AK
2290,02290,Yukon Koyukuk,Alaska,AK
4001,04001,Apache,Arizona,AZ
4003,04003,Cochise,Arizona,AZ
4005,04005,Coconino,Arizona,AZ
4007,04007,Gila,Arizona,AZ
4009,04009,Graham,Arizona,AZ
4011,04011,Greenlee,Arizona,AZ
4012,04012,La Paz,Arizona,AZ
4013,04013,Maricopa,Arizona,AZ
4015,04015,Mohave,Arizona,AZ
4017,04017,Navajo,Arizona,AZ
4019,04019,Pima,Arizona,AZ
4021,04021,Pinal,Arizona,AZ
4023,04023,Santa Cruz,Arizona,AZ
4025,04025,Yavapai,Arizona,AZ
4027,04027,Yuma,Arizona,AZ
5001,05001,Arkansas,Arkansas,AR
5003,05003,Ashley,Arkansas,AR
5005,05005,Baxter,Arkansas,AR
5007,05007,Benton,Arkansas,AR
5009,05009,Boone,Arkansas,AR
5011,05011,Bradley,Arkansas,AR
5013,05013,Calhoun,Arkansas,AR
5015,05015,Carroll,Arkansas,AR
5017,05017,Chicot,Arkansas,AR
5019,05019,Clark,Arkansas,AR
5021,05021,Clay,Arkansas,AR
5023,05023,Cleburne,Arkansas,AR
5025,05025,Cleveland,Arkansas,AR
5027,05027,Columbia,Arkansas,AR
5029,05029,Conway,Arkansas,AR
5031,05031,Craighead,Arkansas,AR
5033,05033,Crawford,Arkansas,AR
5035,05035,Crittenden,Arkansas,AR
5037,05037,Cross,Arkansas,AR
5039,05039,Dallas,Arkansas,AR
5041,05041,Desha,Arkansas,AR
5043,05043,Drew,Arkansas,AR
5045,05045,Faulkner,Arkansas,AR
5047,05047,Franklin,Arkansas,AR
5049,05049,Fulton,Arkansas,AR
5051,05051,Garland,Arkansas,AR
5053,05053,Grant,Arkansas,AR
5055,05055,Greene,Arkansas,AR
5057,05057,Hempstead,Arkansas,AR
5059,05059,Hot Spring,Arkansas,AR
5061,05061,Howard,Arkansas,AR
5063,05063,Independence,Arkansas,AR
5065,05065,Izard,Arkansas,AR
5067,05067,Jackson,Arkansas,AR
5069,05069,Jefferson,Arkansas,AR
5071,05071,Johnson,Arkansas,AR
5073,05073,Lafayette,Arkansas,AR
5075,05075,Lawrence,Arkansas,AR
5077,05077,Lee,Arkansas,AR
5079,05079,Lincoln,Arkansas,AR
5081,05081,Little River,Arkansas,AR
5083,05083,Logan,Arkansas,AR
5085,05085,Lonoke,Arkansas,AR
5087,05087,Madison,Arkansas,AR
5089,05089,Marion,Arkansas,AR
5091,05091,Miller,Arkansas,AR
5093,05093,Mississippi,Arkansas,AR
5095,05095,Monroe,Arkansas,AR
5097,05097,Montgomery,Arkansas,AR
5099,05099,Nevada,Arkansas,AR
5101,05101,Newton,Arkansas,AR
5103,05103,Ouachita,Arkansas,AR
5105,05105,Perry,Arkansas,AR
5107,05107,Phillips,Arkansas,AR
5109,05109,Pike,Arkansas,AR
5111,05111,Poinsett,Arkansas,AR
5113,05113,Polk,Arkansas,AR
5115,05115,Pope,Arkansas,AR
5117,05117,Prairie,Arkansas,AR
5119,05119,Pulaski,Arkansas,AR
5121,05121,Randolph,Arkansas,AR
5123,05123,St Francis,Arkansas,AR
5125,05125,Saline,Arkansas,AR
5127,05127,Scott,Arkansas,AR
5129,05129,Searcy,Arkansas,AR
5131,05131,Sebastian,Arkansas,AR
5133,05133,Sevier,Arkansas,AR
5135,05135,Sharp,Arkansas,AR
5137,05137,Stone,Arkansas,AR
5139,05139,Union,Arkansas,AR
5141,05141,Van Buren,Arkansas,AR
5143,05143,Washington,Arkansas,AR
5145,05145,White,Arkansas,AR
5147,05147,Woodruff,Arkansas,AR
5149,05149,Yell,Arkansas,AR
6001,06001,Alameda,California,CA
6003,06003,Alpine,California,CA
6005,06005,Amador,California,CA
6007,06007,Butte,California,CA
6009,06009,Calaveras,California,CA
6011,06011,Colusa,California,CA
6013,06013,Contra Costa,California,CA
6015,06015,Del Norte,California,CA
6017,06017,El Dorado,California,CA
6019,06019,Fresno,California,CA
6021,06021,Glenn,California,CA
6023,06023,Humboldt,California,CA
6025,06025,Imperial,California,CA
6027,06027,Inyo,California,CA
6029,06029,Kern,California,CA
6031,06031,Kings,California,CA
6033,06033,Lake,California,CA
6035,06035,Lassen,California,CA
6037,06037,Los Angeles,California,CA
6039,06039,Madera,California,CA
6041,06041,Marin,California,CA
6043,06043,Mariposa,California,CA
6045,06045,Mendocino,California,CA
6047,06047,Merced,California,CA
6049,06049,Modoc,California,CA
6051,06051,Mono,California,CA
6053,06053,Monterey,California,CA
6055,06055,Napa,California,CA
6057,06057,Nevada,California,CA
6059,06059,Orange,California,CA
6061,06061,Placer,California,CA
6063,06063,Plumas,California,CA
6065,06065,Riverside,California,CA
6067,06067,Sacramento,California,CA
6069,06069,San Benito,California,CA
6071,06071,San Bernardino,California,CA
6073,06073,San Diego,California,CA
6075,06075,San Francisco,California,CA
6077,06077,San Joaquin,California,CA
6079,06079,San Luis Obispo,California,CA
6081,06081,San Mateo,California,CA
6083,06083,Santa Barbara,California,CA
6085,06085,Santa Clara,California,CA
6087,06087,Santa Cruz,California,CA
6089,06089,Shasta,California,CA
6091,06091,Sierra,California,CA
6093,06093,Siskiyou,California,CA
6095,06095,Solano,California,CA
6097,06097,Sonoma,California,CA
6099,06099,Stanislaus,California,CA
6101,06101,Sutter,California,CA
6103,06103,Tehama,California,CA
6105,06105,Trinity,California,CA
6107,06107,Tulare,California,CA
6109,06109,Tuolumne,California,CA
6111,06111,Ventura,California,CA
6113,06113,Yolo,California,CA
6115,06115,Yuba,California,CA
8001,08001,Adams,Colorado,CO
8003,08003,Alamosa,Colorado,CO
8005,08005,Arapahoe,Colorado,CO
8007,08007,Archuleta,Colorado,CO
8009,08009,Baca,Colorado,CO
8011,08011,Bent,Colorado,CO
8013,08013,Boulder,Colorado,CO
8015,08015,Chaffee,Colorado,CO
8017,08017,Cheyenne,Colorado,CO
8019,08019,Clear Creek,Colorado,CO
8021,08021,Conejos,Colorado,CO
8023,08023,Costilla,Colorado,CO
8025,08025,Crowley,Colorado,CO
8027,08027,Custer,Colorado,CO
8029,08029,Delta,Colorado,CO
8031,08031,Denver,Colorado,CO
8033,08033,Dolores,Colorado,CO
8035,08035,Douglas,Colorado,CO
8037,08037,Eagle,Colorado,CO
8039,08039,Elbert,Colorado,CO
8041,08041,El Paso,Colorado,CO
8043,08043,Fremont,Colorado,CO
8045,08045,Garfield,Colorado,CO
8047,08047,Gilpin,Colorado,CO
8049,08049,Grand,Colorado,CO
8051,08051,Gunnison,Colorado,CO
8053,08053,Hinsdale,Colorado,CO
8055,08055,Huerfano,Colorado,CO
8057,08057,Jackson,Colorado,CO
8059,08059,Jefferson,Colorado,CO
8061,08061,Kiowa,Colorado,CO
8063,08063,Kit Carson,Colorado,CO
8065,08065,Lake,Colorado,CO
8067,08067,La Plata,Colorado,CO
8069,08069,Larimer,Colorado,CO
8071,08071,Las Animas,Colorado,CO
8073,08073,Lincoln,Colorado,CO
8075,08075,Logan,Colorado,CO
8077,08077,Mesa,Colorado,CO
8079,08079,Mineral,Colorado,CO
8081,08081,Moffat,Colorado,CO
8083,08083,Montezuma,Colorado,CO
8085,08085,Montrose,Colorado,CO
8087,08087,Morgan,Colorado,CO
8089,08089,Otero,Colorado,CO
8091,08091,Ouray,Colorado,CO
8093,08093,Park,Colorado,CO
8095,08095,Phillips,Colorado,CO
8097,08097,Pitkin,Colorado,CO
8099,08099,Prowers,Colorado,CO
8101,08101,Pueblo,Colorado,CO
8103,08103,Rio Blanco,Colorado,CO
8105,08105,Rio Grande,Colorado,CO
8107,08107,Routt,Colorado,CO
8109,08109,Saguache,Colorado,CO
8111,08111,San Juan,Colorado,CO
8113,08113,San Miguel,Colorado,CO
8115,08115,Sedgwick,Colorado,CO
8117,08117,Summit,Colorado,CO
8119,08119,Teller,Colorado,CO
8121,08121,Washington,Colorado,CO
8123,08123,Weld,Colorado,CO
8125,08125,Yuma,Colorado,CO
9001,09001,Fairfield,Connecticut,CT
9003,09003,Hartford,Connecticut,CT
9005,09005,Litchfield,Connecticut,CT
9007,09007,Middlesex,Connecticut,CT
9009,09009,New Haven,Connecticut,CT
9011,09011,New London,Connecticut,CT
9013,09013,Tolland,Connecticut,CT
9015,09015,Windham,Connecticut,CT
10001,10001,Kent,Delaware,DE
10003,10003,New Castle,Delaware,DE
10005,10005,Sussex,Delaware,DE
11001,11001,District Of Columbia,District Of Columbia,DC
12001,12001,Alachua,Florida,FL
12003,12003,Baker,Florida,FL
12005,12005,Bay,Florida,FL
12007,12007,Bradford,Florida,FL
12009,12009,Brevard,Florida,FL
12011,12011,Broward,Florida,FL
12013,12013,Calhoun,Florida,FL
12015,12015,Charlotte,Florida,FL
12017,12017,Citrus,Florida,FL
12019,12019,Clay,Florida,FL
12021,12021,Collier,Florida,FL
12023,12023,Columbia,Florida,FL
12027,12027,DeSoto,Florida,FL
12029,12029,Dixie,Florida,FL
12031,12031,Duval,Florida,FL
12033,12033,Escambia,Florida,FL
12035,12035,Flagler,Florida,FL
12037,12037,Franklin,Florida,FL
12039,12039,Gadsden,Florida,FL
12041,12041,Gilchrist,Florida,FL
12043,12043,Glades,Florida,FL
12045,12045,Gulf,Florida,FL
12047,12047,Hamilton,Florida,FL
12049,12049,Hardee,Florida,FL
12051,12051,Hendry,Florida,FL
12053,12053,Hernando,Florida,FL
12055,12055,Highlands,Florida,FL
12057,12057,Hillsborough,Florida,FL
12059,12059,Holmes,Florida,FL
12061,12061,Indian River,Florida,FL
12063,12063,Jackson,Florida,FL
12065,12065,Jefferson,Florida,FL
12067,12067,Lafayette,Florida,FL
12069,12069,Lake,Florida,FL
12071,12071,Lee,Florida,FL
12073,12073,Leon,Florida,FL
12075,12075,Levy,Florida,FL
12077,12077,Liberty,Florida,FL
12079,12079,Madison,Florida,FL
12081,12081,Manatee,Florida,FL
12083,12083,Marion,Florida,FL
12085,12085,Martin,Florida,FL
12086,12086,Miami Dade,Florida,FL
12087,12087,Monroe,Florida,FL
12089,12089,Nassau,Florida,FL
12091,12091,Okaloosa,Florida,FL
12093,12093,Okeechobee,Florida,FL
12095,12095,Orange,Florida,FL
12097,12097,Osceola,Florida,FL
12099,12099,Palm Beach,Florida,FL
12101,12101,Pasco,Florida,FL
12103,12103,Pinellas,Florida,FL
12105,12105,Polk,Florida,FL
12107,12107,Putnam,Florida,FL
12109,12109,St Johns,Florida,FL
12111,12111,St Lucie,Florida,FL
12113,12113,Santa Rosa,Florida,FL
12115,12115,Sarasota,Florida,FL
12117,12117,Seminole,Florida,FL
12119,12119,Sumter,Florida,FL
12121,12121,Suwannee,Florida,FL
12123,12123,Taylor,Florida,FL
12125,12125,Union,Florida,FL
12127,12127,Volusia,Florida,FL
12129,12129,Wakulla,Florida,FL
12131,12131,Walton,Florida,FL
12133,12133,Washington,Florida,FL
13001,13001,Appling,Georgia,GA
13003,13003,Atkinson,Georgia,GA
13005,13005,Bacon,Georgia,GA
13007,13007,Baker,Georgia,GA
13009,13009,Baldwin,Georgia,GA
13011,13011,Banks,Georgia,GA
13013,13013,Barrow,Georgia,GA
13015,13015,Bartow,Georgia,GA
13017,13017,Ben Hill,Georgia,GA
13019,13019,Berrien,Georgia,GA
13021,13021,Bibb,Georgia,GA
13023,13023,Bleckley,Georgia,GA
13025,13025,Brantley,Georgia,GA
13027,13027,Brooks,Georgia,GA
13029,13029,Bryan,Georgia,GA
13031,13031,Bulloch,Georgia,GA
13033,13033,Burke,Georgia,GA
13035,13035,Butts,Georgia,GA
13037,13037,Calhoun,Georgia,GA
13039,13039,Camden,Georgia,GA
13043,13043,Candler,Georgia,GA
13045,13045,Carroll,Georgia,GA
13047,13047,Catoosa,Georgia,GA
13049,13049,Charlton,Georgia,GA
13051,13051,Chatham,Georgia,GA
13053,13053,Chattahoochee,Georgia,GA
13055,13055,Chattooga,Georgia,GA
13057,13057,Cherokee,Georgia,GA
13059,13059,Clarke,Georgia,GA
13061,13061,Clay,Georgia,GA
13063,13063,Clayton,Georgia,GA
13065,13065,Clinch,Georgia,GA
13067,13067,Cobb,Georgia,GA
13069,13069,Coffee,Georgia,GA
13071,13071,Colquitt,Georgia,GA
13073,13073,Columbia,Georgia,GA
13075,13075,Cook,Georgia,GA
13077,13077,Coweta,Georgia,GA
13079,13079,Crawford,Georgia,GA
13081,13081,Crisp,Georgia,GA
13083,13083,Dade,Georgia,GA
13085,13085,Dawson,Georgia,GA
13087,13087,Decatur,Georgia,GA
13089,13089,DeKalb,Georgia,GA
13091,13091,Dodge,Georgia,GA
13093,13093,Dooly,Georgia,GA
13095,13095,Dougherty,Georgia,GA
13097,13097,Douglas,Georgia,GA
13099,13099,Early,Georgia,GA
13101,13101,Echols,Georgia,GA
13103,13103,Effingham,Georgia,GA
13105,13105,Elbert,Georgia,GA
13107,13107,Emanuel,Georgia,GA
13109,13109,Evans,Georgia,GA
13111,13111,Fannin,Georgia,GA
13113,13113,Fayette,Georgia,GA
13115,13115,Floyd,Georgia,GA
13117,13117,Forsyth,Georgia,GA
13119,13119,Franklin,Georgia,GA
13121,13121,Fulton,Georgia,GA
13123,13123,Gilmer,Georgia,GA
13125,13125,Glascock,Georgia,GA
13127,13127,Glynn,Georgia,GA
13129,13129,Gordon,Georgia,GA
13131,13131,Grady,Georgia,GA
13133,13133,Greene,Georgia,GA
13135,13135,Gwinnett,Georgia,GA
13137,13137,Habersham,Georgia,GA
13139,13139,Hall,Georgia,GA
13141,13141,Hancock,Georgia,GA
13143,13143,Haralson,Georgia,GA
13145,13145,Harris,Georgia,GA
13147,13147,Hart,Georgia,GA
13149,13149,Heard,Georgia,GA
13151,13151,Henry,Georgia,GA
13153,13153,Houston,Georgia,GA
13155,13155,Irwin,Georgia,GA
13157,13157,Jackson,Georgia,GA
13159,13159,Jasper,Georgia,GA
13161,13161,Jeff Davis,Georgia,GA
13163,13163,Jefferson,Georgia,GA
13165,13165,Jenkins,Georgia,GA
13167,13167,Johnson,Georgia,GA
13169,13169,Jones,Georgia,GA
13171,13171,Lamar,Georgia,GA
13173,13173,Lanier,Georgia,GA
13175,13175,Laurens,Georgia,GA
13177,13177,Lee,Georgia,GA
13179,13179,Liberty,Georgia,GA
13181,13181,Lincoln,Georgia,GA
13183,13183,Long,Georgia,GA
13185,13185,Lowndes,Georgia,GA
13187,13187,Lumpkin,Georgia,GA
13189,13189,McDuffie,Georgia,GA
13191,13191,McIntosh,Georgia,GA
13193,13193,Macon,Georgia,GA
13195,13195,Madison,Georgia,GA
13197,13197,Marion,Georgia,GA
13199,13199,Meriwether,Georgia,GA
13201,13201,Miller,Georgia,GA
13205,13205,Mitchell,Georgia,GA
13207,13207,Monroe,Georgia,GA
13209,13209,Montgomery,Georgia,GA
13211,13211,Morgan,Georgia,GA
13213,13213,Murray,Georgia,GA
13215,13215,Muscogee,Georgia,GA
13217,13217,Newton,Georgia,GA
13219,13219,Oconee,Georgia,GA
13221,13221,Oglethorpe,Georgia,GA
13223,13223,Paulding,Georgia,GA
13225,13225,Peach,Georgia,GA
13227,13227,Pickens,Georgia,GA
13229,13229,Pierce,Georgia,GA
13231,13231,Pike,Georgia,GA
13233,13233,Polk,Georgia,GA
13235,13235,Pulaski,Georgia,GA
13237,13237,Putnam,Georgia,GA
13239,13239,Quitman,Georgia,GA
13241,13241,Rabun,Georgia,GA
13243,13243,Randolph,Georgia,GA
13245,13245,Richmond,Georgia,GA
13247,13247,Rockdale,Georgia,GA
13249,13249,Schley,Georgia,GA
13251,13251,Screven,Georgia,GA
13253,13253,Seminole,Georgia,GA
13255,13255,Spalding,Georgia,GA
13257,13257,Stephens,Georgia,GA
13259,13259,Stewart,Georgia,GA
13261,13261,Sumter,Georgia,GA
13263,13263,Talbot,Georgia,GA
13265,13265,Taliaferro,Georgia,GA
13267,13267,Tattnall,Georgia,GA
13269,13269,Taylor,Georgia,GA
13271,13271,Telfair,Georgia,GA
13273,13273,Terrell,Georgia,GA
13275,13275,Thomas,Georgia,GA
13277,13277,Tift,Georgia,GA
13279,13279,Toombs,Georgia,GA
13281,13281,Towns,Georgia,GA
13283,13283,Treutlen,Georgia,GA
13285,13285,Troup,Georgia,GA
13287,13287,Turner,Georgia,GA
13289,13289,Twiggs,Georgia,GA
13291,13291,Union,Georgia,GA
13293,13293,Upson,Georgia,GA
13295,13295,Walker,Georgia,GA
13297,13297,Walton,Georgia,GA
13299,13299,Ware,Georgia,GA
13301,13301,Warren,Georgia,GA
13303,13303,Washington,Georgia,GA
13305,13305,Wayne,Georgia,GA
13307,13307,Webster,Georgia,GA
13309,13309,Wheeler,Georgia,GA
13311,13311,White,Georgia,GA
13313,13313,Whitfield,Georgia,GA
13315,13315,Wilcox,Georgia,GA
13317,13317,Wilkes,Georgia,GA
13319,13319,Wilkinson,Georgia,GA
13321,13321,Worth,Georgia,GA
15001,15001,Hawaii,Hawaii,HI
15003,15003,Honolulu,Hawaii,HI
15007,15007,Kauai,Hawaii,HI
15009,15009,Maui,Hawaii,HI
16001,16001,Ada,Idaho,ID
16003,16003,Adams,Idaho,ID
16005,16005,Bannock,Idaho,ID
16007,16007,Bear Lake,Idaho,ID
16009,16009,Benewah,Idaho,ID
16011,16011,Bingham,Idaho,ID
16013,16013,Blaine,Idaho,ID
16015,16015,Boise,Idaho,ID
16017,16017,Bonner,Idaho,ID
16019,16019,Bonneville,Idaho,ID
16021,16021,Boundary,Idaho,ID
16023,16023,Butte,Idaho,ID
16025,16025,Camas,Idaho,ID
16027,16027,Canyon,Idaho,ID
16029,16029,Caribou,Idaho,ID
16031,16031,Cassia,Idaho,ID
16033,16033,Clark,Idaho,ID
16035,16035,Clearwater,Idaho,ID
16037,16037,Custer,Idaho,ID
16039,16039,Elmore,Idaho,ID
16041,16041,Franklin,Idaho,ID
