,Plant Code,Plant Name,State,Sector Code,Balancing Authority Name,Generation (kWh),Useful Thermal Output (MMBtu),Total Fuel Consumption (MMBtu),Fuel Consumption for Electric Generation (MMBtu),"
 Fuel Consumption for Useful Thermal Output (MMBtu)",Quantity of Fuel Consumed,Tons of CO2 Emissions,Metric Tonnes of CO2 Emissions,Aggregated Fuel Group,Utility ID,Utility Name,Zip,County,Latitude,Longitude,FIPS,tonCO2e_PET,tonCO2e_GAS,tonCO2e_COAL,tonCO2e_other,tonCO2e_sum,Establishments,NERC Region,Nameplate Capacity (MW)
0,1,Sand Point,AK,2,Balancing Authority Not Reported,2758000.0,0.0,28934.0,28934.0,0.0,4967.0,2333.3824184264,2116.8306435874,PET,63560,"TDX Sand Point Generating, LLC",99661,aleutians east,55.339722,-160.497222,02013,2333.3824184264,0.0,0.0,0.0,2333.3824184264,1.0,ASCC,4.0
1,10,Greene County,AL,1,"Southern Company Services, Inc. - Trans",1767889000.0,0.0,18784215.0,18784215.0,0.0,18229069.0,1098901.0630372774,996916.5046151555,GAS,195,Alabama Power Co,36732,greene,32.6017,-87.7811,01063,0.0,1098901.0630372774,0.0,0.0,1098901.0630372774,1.0,SERC,1288.4
2,10003,Colorado Energy Nations Company,CO,3,Public Service Company of Colorado,161256460.0,2211316.0,4564369.0,939266.0,3625103.0,4102792.0,267013.722868137,242233.260335786,GAS,19173,Colorado Energy Nations Company LLC,80401,jefferson,39.7606,-105.215,08059,0.0,267013.722868137,0.0,0.0,267013.722868137,1.0,WECC,35.0
3,10008,Baptist Medical Center,FL,5,JEA,19058000.0,103866.0,281484.0,108375.0,173109.0,270270.0,16466.6990700828,14938.4913998755,GAS,1194,Baptist Memorial Hospital,32207,duval,30.314467,-81.662705,12031,0.0,16466.6990700828,0.0,0.0,16466.6990700828,1.0,SERC,9.0
4,1001,Cayuga,IN,1,"Midcontinent Independent System Operator, Inc.",3868583130.0,0.0,39135194.0,39135194.0,0.0,1898891.0,4017010.545616864,3644208.060978737,COAL,15470,"Duke Energy Indiana, LLC",47928,vermillion,39.9242,-87.4244,18165,0.0,0.0,4017010.545616864,0.0,4017010.545616864,1.0,RFC,1184.9
5,10012,Covanta Warren Energy,NJ,2,"PJM Interconnection, LLC",8054000.0,0.0,175086.0,175086.0,0.0,19836.0,8284.8648244428,7515.9800639053,MSW,4458,Covanta Warren Energy Resource Co LP,7863,warren,40.8205,-75.0112,34041,0.0,0.0,0.0,8284.8648244428,8284.8648244428,1.0,RFC,13.5
6,10013,Covanta Hennepin Energy,MN,2,"Midcontinent Independent System Operator, Inc.",195319000.0,0.0,3683340.0,3683340.0,0.0,454989.0,170783.6189202857,154933.8827182127,MSW,4435,Covanta Energy Co,55405,hennepin,44.9833,-93.280382,27053,0.0,0.0,0.0,170783.6189202857,170783.6189202857,1.0,MRO,39.5
7,10017,WestRock-West Point Mill,VA,7,"PJM Interconnection, LLC",199282291.0,4456521.0,5803146.0,795822.0,5007324.0,5092295.0,360379.14600204705,326933.8165672202,GAS,17465,WestRock-West Point Mill,23181,king william,37.5392,-76.8053,51101,0.0,360379.14600204705,0.0,0.0,360379.14600204705,1.0,SERC,101.0
8,10018,Desert Peak Power Plant,NV,2,Nevada Power Company,93385000.0,0.0,318630.0,831500.0,0.0,0.0,2707.9726326152,2456.6566566408,GEO,34691,Ormat Nevada Inc,89406,lyon,39.753999,-118.953497,32019,0.0,0.0,0.0,2707.9726326152,2707.9726326152,1.0,WECC,26.0
9,10020,Cutrale Citrus Juices USA I,FL,6,"Duke Energy Florida, Inc.",24841000.0,0.0,402139.0,402139.0,0.0,392715.0,23524.9673066463,21341.7103389697,GAS,4558,Cutrale Citrus Juices USA Inc,34748,lake,28.811828,-81.865273,12069,0.0,23524.9673066463,0.0,0.0,23524.9673066463,1.0,SERC,4.1
10,10025,"RED-Rochester, LLC",NY,7,New York Independent System Operator,316292000.0,2487004.0,7471101.0,2289846.0,5181255.0,7237648.0,437599.6478581727,396987.7962969903,GAS,5624,"RED-Rochester, LLC",14652,monroe,43.1989,-77.6319,36055,0.0,437599.6478581727,0.0,0.0,437599.6478581727,1.0,NPCC,133.3
11,10026,Encina Water Pollution Control,CA,4,California Independent System Operator,989333.0,0.0,9992.0,9992.0,0.0,9992.0,584.5279202664,530.2802506272,GAS,5901,Encina Joint Powers Authority,92011,san diego,33.1165,-117.3215,06073,0.0,584.5279202664,0.0,0.0,584.5279202664,1.0,WECC,3.2
12,10029,General Electric Aircraft Engines,MA,7,New England ISO,51836000.0,848450.0,1578095.0,311749.0,1266346.0,1528392.0,92317.9131638115,83750.2614204949,GAS,7049,General Electric Aircraft Engines,1910,essex,42.45,-70.9739,25009,0.0,92317.9131638115,0.0,0.0,92317.9131638115,1.0,NPCC,34.6
13,10030,Energy Center Dover,DE,3,"PJM Interconnection, LLC",103374000.0,85854.0,954070.0,771402.0,182668.0,922515.0,55873.0738351544,50687.7200718084,GAS,7860,Energy Center Dover LLC,19904,kent,39.149549,-75.547335,10001,0.0,55873.0738351544,0.0,0.0,55873.0738351544,1.0,RFC,118.0
14,10033,Greater Detroit Resource Recovery,MI,5,"Midcontinent Independent System Operator, Inc.",27500000.0,1610307.0,2576497.0,242720.0,2333777.0,277793.0,141741.2994837004,128586.86336178929,MSW,15430,Detroit Renewable Power,48211,wayne,42.3678,-83.0514,26163,0.0,0.0,0.0,141741.2994837004,141741.2994837004,1.0,RFC,68.4
15,10034,Gilroy Power Plant,CA,3,California Independent System Operator,89538000.0,49057.0,803975.0,697330.0,106645.0,780857.0,47032.2092370075,42667.3403220607,GAS,3028,Calpine Gilroy Cogen LP,95020,santa clara,37.0001,-121.5367,06085,0.0,47032.2092370075,0.0,0.0,47032.2092370075,1.0,WECC,130.0
16,1004,Edwardsport,IN,1,"Midcontinent Independent System Operator, Inc.",3981902000.0,0.0,45379606.0,45379606.0,0.0,112081241.0,4247300.571699869,3853125.802140859,COAL,15470,"Duke Energy Indiana, LLC",47500,knox,38.8067,-87.2472,18083,0.0,0.0,4247300.571699869,0.0,4247300.571699869,1.0,RFC,804.5
17,10042,Kaweah Delta District Hospital,CA,4,California Independent System Operator,19392240.0,0.0,331356.0,331356.0,0.0,301234.0,19384.1907073452,17585.2224506443,GAS,10077,Kaweah Delta Hospital,93291,tulare,36.3275,-119.2947,06107,0.0,19384.1907073452,0.0,0.0,19384.1907073452,1.0,WECC,3.5
18,10043,Logan Generating Plant,NJ,3,"PJM Interconnection, LLC",482265000.0,136739.0,6214234.0,5812060.0,402174.0,238042.0,638703.3394778115,579427.8685274533,COAL,63046,Logan Generating Company LP,8085,gloucester,39.7928,-75.406667,34015,0.0,0.0,638703.3394778115,0.0,638703.3394778115,1.0,RFC,242.3
19,10050,Fourche Creek Wastewater,AR,5,"Midcontinent Independent System Operator, Inc.",113102.0,784.0,1322.0,440.0,882.0,1322.0,77.3364602274,70.1591764741,GAS,11079,Little Rock Water Reclamation Authority,72206,pulaski,34.6968,-92.165,05119,0.0,77.3364602274,0.0,0.0,77.3364602274,1.0,SERC,1.3
20,10052,Fairhaven Power,CA,2,California Independent System Operator,3347020.0,0.0,86722.0,86722.0,0.0,86722.0,5073.2015914074,4602.3782921232,GAS,54788,DG Fairhaven Power LLC,95564,humboldt,40.7995,-124.2028,06023,0.0,5073.2015914074,0.0,0.0,5073.2015914074,1.0,WECC,18.8
21,10058,General Electric Diesel Engine Plant,PA,6,"PJM Interconnection, LLC",6497400.0,0.0,122600.0,122600.0,0.0,21138.0,9887.07695096,8969.4973700082,PET,7075,General Electric Co,16127,mercer,41.1694,-80.1055,42085,9887.07695096,0.0,0.0,0.0,9887.07695096,1.0,RFC,4.4
22,10061,"Mars Wrigley Confectionery US, LLC",NJ,7,"PJM Interconnection, LLC",57470000.0,162682.0,822079.0,452346.0,369733.0,790459.0,48091.2858451443,43628.1283181931,GAS,11401,"Mars Wrigley Confectionery US, LLC",7840,warren,40.8625,-74.825,34041,0.0,48091.2858451443,0.0,0.0,48091.2858451443,1.0,RFC,12.3
23,10062,Miami Dade County Resource Recovery Fac,FL,2,Florida Power & Light Co.,293971000.0,0.0,6923270.0,6923270.0,0.0,1006362.0,322888.9063592843,292922.8942749562,MSW,50085,Covanta Southeast Florida Renewable Ltd,33178,miami dade,25.8356,-80.3566,12086,0.0,0.0,0.0,322888.9063592843,322888.9063592843,1.0,SERC,77.0
24,1007,Noblesville,IN,1,"Midcontinent Independent System Operator, Inc.",1422801000.0,0.0,11699257.0,11699257.0,0.0,11380599.0,684401.757693366,620885.2015725,GAS,15470,"Duke Energy Indiana, LLC",46060,hamilton,40.0969,-85.9714,18057,0.0,684401.757693366,0.0,0.0,684401.757693366,1.0,RFC,283.0
25,10072,Engineered Carbons Borger Cogen,TX,6,Southwest Power Pool,462306.0,0.0,7963.0,7963.0,0.0,7807.0,465.8322487071,422.6002437695,GAS,55727,Orion Engineered Carbons,79007,hutchinson,35.66704,-101.432004,48233,0.0,465.8322487071,0.0,0.0,465.8322487071,1.0,MRO,20.0
26,1008,R Gallagher,IN,1,"Midcontinent Independent System Operator, Inc.",38387265.0,0.0,811544.0,811544.0,0.0,46713.0,81303.1343807474,73757.719659573,COAL,15470,"Duke Energy Indiana, LLC",47200,floyd,38.2636,-85.8381,18043,0.0,0.0,81303.1343807474,0.0,81303.1343807474,1.0,RFC,300.0
27,10091,Total Energy Facilities,CA,5,California Independent System Operator,837279.0,0.0,8793.0,8793.0,0.0,8793.0,514.3869098181,466.6487433712,GAS,11217,Los Angeles County Sanitation,90745,los angeles,33.7683,-118.2836,06037,0.0,514.3869098181,0.0,0.0,514.3869098181,1.0,WECC,38.4
28,10093,Tesoro Hawaii,HI,7,Balancing Authority Not Reported,166179580.0,775468.0,1805391.0,771435.0,1033956.0,394586.0,188490.7412714552,170997.6787366921,PET,58553,PAR Petroleum,96707,honolulu,21.303229,-158.091438,15003,188490.7412714552,0.0,0.0,0.0,188490.7412714552,1.0,HICC,20.0
29,10099,Pedricktown Cogen Plant,NJ,2,"PJM Interconnection, LLC",4849000.0,0.0,53003.0,53003.0,0.0,49871.0,3120.2082540508,2830.6343591135,GAS,50160,Pedricktown Cogeneration Company LP,8067,salem,39.7668,-75.4238,34033,0.0,3120.2082540508,0.0,0.0,3120.2082540508,1.0,RFC,140.2
30,10108,Hampton Facility,NH,7,New England ISO,29838000.0,87177.0,356576.0,192089.0,164487.0,349585.0,20859.5504100192,18923.6599927599,GAS,6636,Foss Manufacturing Company LLC,3842,rockingham,42.9383,-70.8406,33015,0.0,20859.5504100192,0.0,0.0,20859.5504100192,1.0,NPCC,5.0
31,10110,Frito-Lay Cogen Plant,CA,7,California Independent System Operator,24030000.0,60587.0,329756.0,198045.0,131711.0,320462.0,19290.5913606252,17500.3096803277,GAS,15743,Frito-Lay Inc,93314,kern,35.395063,-119.321633,06029,0.0,19290.5913606252,0.0,0.0,19290.5913606252,1.0,WECC,6.0
32,10113,John B Rich Memorial Power Station,PA,3,"PJM Interconnection, LLC",624307000.0,15903.0,8531769.0,8472870.0,58899.0,717301.0,877164.0840793491,795758.0369040634,COAL,7199,Gilberton Power Co,17931,schuylkill,40.7903,-76.1983,42107,0.0,0.0,877164.0840793491,0.0,877164.0840793491,1.0,RFC,88.4
33,10115,Grossmont Hospital,CA,5,California Independent System Operator,24948000.0,140309.0,381848.0,147997.0,233851.0,367162.0,22337.9520914616,20264.8571999107,GAS,7726,Sharp Grossmont Hospital,91942,san diego,32.77973,-117.006397,06073,0.0,22337.9520914616,0.0,0.0,22337.9520914616,1.0,WECC,4.5
34,10118,Harrisburg Facility,PA,3,"PJM Interconnection, LLC",111378000.0,1333889.0,2625621.0,720066.0,1905555.0,340508.0,121367.80562441959,110104.1509792433,MSW,8181,Harrisburg Authority,17104,dauphin,40.244242,-76.853872,42043,0.0,0.0,0.0,121367.80562441959,121367.80562441959,1.0,RFC,24.1
35,1012,F B Culley,IN,1,"Midcontinent Independent System Operator, Inc.",1379277000.0,0.0,15319307.0,15319307.0,0.0,951162.0,1562324.1704146338,1417331.18970755,COAL,17633,Southern Indiana Gas & Elec Co,47630,warrick,37.9111,-87.3275,18173,0.0,0.0,1562324.1704146338,0.0,1562324.1704146338,1.0,RFC,368.9
36,10120,PInova Inc,GA,7,"Southern Company Services, Inc. - Trans",0.0,332241.0,491942.0,17311.0,474631.0,487072.0,28778.4061400814,26107.5987844338,GAS,8486,PInova Inc,31520,glynn,31.164772,-81.478724,13127,0.0,28778.4061400814,0.0,0.0,28778.4061400814,1.0,SERC,7.1
37,10122,CIP II/AR Bridgewater Holdings - NJCOE,NJ,5,"PJM Interconnection, LLC",22663480.0,212417.0,373491.0,101161.0,272330.0,389406.0,21943.9197856604,19907.3934370502,GAS,62860,"COE Bridgewater LLC c/o Thor Equities, LLC",8807,somerset,40.624,-74.634,34035,0.0,21943.9197856604,0.0,0.0,21943.9197856604,1.0,RFC,5.0
38,10123,Hoffmann LaRoche,NJ,7,"PJM Interconnection, LLC",32854000.0,283929.0,471462.0,133448.0,338014.0,468865.0,27649.5831925687,25083.5373242935,GAS,60557,"PB Nutclif Master, LLC",7110,essex,40.8359,-74.155,34013,0.0,27649.5831925687,0.0,0.0,27649.5831925687,1.0,RFC,10.6
39,10129,Indiana University of Pennsylvania,PA,5,"PJM Interconnection, LLC",14041000.0,33539.0,148087.0,87105.0,60982.0,143711.0,8780.6875882506,7965.7875244948,GAS,9335,Indiana University of Penn,15705,indiana,40.6144,-79.1594,42063,0.0,8780.6875882506,0.0,0.0,8780.6875882506,1.0,RFC,24.4
40,10143,Colver Power Project,PA,2,"PJM Interconnection, LLC",766678000.0,0.0,8847918.0,8847918.0,0.0,653145.0,909967.6545176811,825517.2407853405,COAL,9379,"Inter-Power/AhlCon Partners, L.P.",15927,cambria,40.55,-78.8,42021,0.0,0.0,909967.6545176811,0.0,909967.6545176811,1.0,RFC,118.0
41,10149,Decorative Panels Intl,MI,7,"Midcontinent Independent System Operator, Inc.",41543732.0,1370726.0,1738475.0,162927.0,1575548.0,1738475.0,101700.077680657,92261.7052351061,GAS,49967,"Decorative Panels International, Inc.",49707,alpena,45.062836,-83.423333,26007,0.0,101700.077680657,0.0,0.0,101700.077680657,1.0,RFC,7.5
42,10151,Grant Town Power Plant,WV,2,"PJM Interconnection, LLC",598016000.0,0.0,8279652.0,8279652.0,0.0,921741.0,834445.7482171139,757004.2168349031,COAL,563,American Bituminous Power LP,26574,marion,39.561831,-80.163138,54049,0.0,0.0,834445.7482171139,0.0,834445.7482171139,1.0,RFC,95.7
43,10154,Power Island,TX,7,"Electric Reliability Council of Texas, Inc.",247393000.0,3099220.0,4808933.0,1029396.0,3779537.0,4632884.0,281320.617012656,255212.389560606,GAS,54769,INEOS USA LLC,77512,brazoria,29.2293,-95.1952,48039,0.0,281320.617012656,0.0,0.0,281320.617012656,1.0,TRE,41.0
44,10156,Fresno Cogen Partners,CA,3,California Independent System Operator,7827000.0,3547.0,85911.0,76052.0,9859.0,83232.0,5025.7584225387,4559.3381316689,GAS,20323,"Wellhead Energy, LLC",93660,fresno,36.617022,-120.099846,06019,0.0,5025.7584225387,0.0,0.0,5025.7584225387,1.0,WECC,82.6
45,1016,Butler-Warner Generation Plant,NC,1,Duke Energy Progress East,9092000.0,0.0,189952.0,189952.0,0.0,183848.0,11116.5213787705,10084.8420382568,GAS,6235,Fayetteville Public Works Commission,28312,cumberland,35.0986,-78.8294,37051,0.0,11116.5213787705,0.0,0.0,11116.5213787705,1.0,SERC,303.4
46,10167,Seadrift Coke LP,TX,7,"Electric Reliability Council of Texas, Inc.",19376402.0,174910.0,1031551.0,448527.0,583024.0,56257.0,115046.72037296131,104369.7000571179,PET,54705,Seadrift Coke L P,77979,calhoun,28.513929,-96.794154,48057,115046.72037296131,0.0,0.0,0.0,115046.72037296131,1.0,TRE,7.6
47,10169,Carson Cogeneration,CA,3,California Independent System Operator,24729000.0,26371.0,277596.0,214808.0,62788.0,270561.0,16239.2526575532,14732.1533680062,GAS,3084,Carson Cogeneration Co,90746,los angeles,33.8759,-118.2491,06037,0.0,16239.2526575532,0.0,0.0,16239.2526575532,1.0,WECC,55.8
48,10175,Childrens Hospital,CA,5,California Independent System Operator,26571000.0,75958.0,433691.0,243796.0,189895.0,420160.0,25373.758199439097,23018.922434400003,GAS,3476,DTE San Diego COGEN Inc.,92123,san diego,32.7992,-117.1517,06073,0.0,25373.758199439097,0.0,0.0,25373.758199439097,1.0,WECC,11.3
49,10176,M Street Jet,MA,2,New England ISO,309000.0,0.0,8932.0,8932.0,0.0,1587.0,711.853720116,645.7894585104,PET,11724,Massachusetts Bay Trans Auth,2127,suffolk,42.339387,-71.031407,25025,711.853720116,0.0,0.0,0.0,711.853720116,1.0,NPCC,69.0
50,10180,Metro Wastewater Reclamation District,CO,3,Public Service Company of Colorado,1238375.0,4634.0,21337.0,10806.0,10531.0,20097.0,1248.2057881029,1132.3648626535,GAS,19068,"Colorado Energy Nations Company, LLC",80229,denver,39.8078,-104.9542,08031,0.0,1248.2057881029,0.0,0.0,1248.2057881029,1.0,WECC,15.0
51,10184,Central Utility Plant,TX,5,"Electric Reliability Council of Texas, Inc.",13926223.0,19315.0,193449.0,141249.0,52200.0,186650.0,11418.1577737711,10358.484780705001,GAS,62903,"Silicon Hills Campus, LLC",78726,travis,30.397351,-97.842586,48453,0.0,11418.1577737711,0.0,0.0,11418.1577737711,1.0,TRE,14.3
52,10188,Cutrale Citrus Juices USA II,FL,6,Tampa Electric Company,44964000.0,0.0,656843.0,656843.0,0.0,641449.0,38425.0473110031,34858.974245671,GAS,4558,Cutrale Citrus Juices USA Inc,33823,polk,28.05485,-81.798166,12105,0.0,38425.0473110031,0.0,0.0,38425.0473110031,1.0,SERC,8.2
53,10190,"EPCOR, Castleton Facility",NY,2,New York Independent System Operator,129475000.0,0.0,1222398.0,1222398.0,0.0,1186385.0,71521.1223437414,64883.5365542424,GAS,60741,Fortistar Castleton Power,12033,rensselaer,42.5375,-73.7433,36083,0.0,71521.1223437414,0.0,0.0,71521.1223437414,1.0,NPCC,72.0
54,10194,Hawaii Cogen,HI,7,Balancing Authority Not Reported,40847563.0,396240.0,743906.0,193572.0,550334.0,147044.0,78106.430927415,70857.689310909,PET,3453,Island Energy Services,96707,honolulu,21.311667,-158.113889,15003,78106.430927415,0.0,0.0,0.0,78106.430927415,1.0,HICC,12.2
55,10195,CF Industries Yazoo City Complex,MS,7,"Midcontinent Independent System Operator, Inc.",151885000.0,598175.0,1860677.0,863719.0,996958.0,1691525.0,108848.84478558,98747.0242090002,GAS,50122,CF Industries Nitrogen LLC,39194,yazoo,32.90411,-90.3781,28163,0.0,108848.84478558,0.0,0.0,108848.84478558,1.0,SERC,25.0
56,10198,Mosaic Phosphates Uncle Sam,LA,7,"Midcontinent Independent System Operator, Inc.",8905570.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,GAS,9436,Mosaic Phosphates Co.,70792,st james,30.038649,-90.828312,22093,0.0,0.0,0.0,0.0,0.0,1.0,SERC,26.0
57,10202,Fernandina Beach Mill,FL,7,JEA,206841987.0,4000980.0,6577642.0,1020724.0,5556918.0,4735310.0,453484.2983787566,411398.25671664317,GAS,9686,"WestRock, Fernandina Beach",32034,nassau,30.681823,-81.455413,12089,0.0,453484.2983787566,0.0,0.0,453484.2983787566,1.0,SERC,96.9
58,10206,Loma Linda University Cogen,CA,5,California Independent System Operator,58388000.0,315649.0,981214.0,385646.0,595568.0,971499.0,57400.6183703238,52073.4993834018,GAS,11161,Loma Linda University,92350,san bernardino,34.050391,-117.248417,06071,0.0,57400.6183703238,0.0,0.0,57400.6183703238,1.0,WECC,13.1
59,10208,Escanaba Mill,MI,7,"Midcontinent Independent System Operator, Inc.",196581914.0,5329816.0,6929058.0,802834.0,6126224.0,5973436.0,436968.7306214896,396415.43193458207,GAS,55867,Verso Escanaba LLC,49829,delta,45.8044,-87.0891,26041,0.0,436968.7306214896,0.0,0.0,436968.7306214896,1.0,MRO,122.4
60,10213,El Segundo Cogen,CA,7,California Independent System Operator,1253947635.0,83030.0,14361974.0,14085210.0,276764.0,13833131.0,840169.615006015,762196.874721959,GAS,3452,Chevron USA Inc-El Segundo,90245,los angeles,33.9058,-118.4031,06037,0.0,840169.615006015,0.0,0.0,840169.615006015,1.0,WECC,180.1
61,10215,Snowbird Power Plant,UT,5,PacifiCorp East,14000.0,25.0,182.0,117.0,65.0,172.0,10.6469256894,9.6588276235,GAS,20712,Snowbird Corporation,84092,salt lake,40.58337,-111.653903,49035,0.0,10.6469256894,0.0,0.0,10.6469256894,1.0,WECC,1.7999999999999998
62,10216,Alabama River Pulp,AL,7,"Southern Company Services, Inc. - Trans",24883891.0,302730.0,1303812.0,294712.0,1009100.0,1299107.0,76398.787060222,69308.5249571097,GAS,57356,Alabama River Cellulose LLC,36470,monroe,31.5825,-87.4889,01099,0.0,76398.787060222,0.0,0.0,76398.787060222,1.0,SERC,48.0
63,10224,Merck Rahway Power Plant,NJ,7,"PJM Interconnection, LLC",42823060.0,1144160.0,1659087.0,192218.0,1466869.0,1583904.0,97800.3521267443,88723.8974206153,GAS,12311,Merck & Co Inc,7065,union,40.615616,-74.26529,34039,0.0,97800.3521267443,0.0,0.0,97800.3521267443,1.0,RFC,20.8
64,10233,Leaf River Cellulose LLC,MS,7,"Southern Company Services, Inc. - Trans",7511194.0,181377.0,297233.0,38125.0,259108.0,288577.0,17388.0091397661,15774.2984121982,GAS,50133,Leaf River Cellulose LLC,39462,perry,31.2434,-89.0456,28111,0.0,17388.0091397661,0.0,0.0,17388.0091397661,1.0,SERC,50.4
65,10234,Biron Mill,WI,7,"Midcontinent Independent System Operator, Inc.",164179000.0,425101.0,3361463.0,1944459.0,1417004.0,1787309.0,277878.004104657,252089.2716181224,COAL,61813,"ND Paper, Inc.",54494,wood,44.43,-89.78,55141,0.0,0.0,277878.004104657,0.0,277878.004104657,1.0,MRO,61.6
66,10243,Ticona Polymers Inc,TX,7,"Electric Reliability Council of Texas, Inc.",269498000.0,125468.0,3483312.0,3065092.0,418220.0,3368774.0,203772.32976371,184861.044873183,GAS,3432,Ticona Polymers Inc,78343,nueces,27.5697,-97.8228,48355,0.0,203772.32976371,0.0,0.0,203772.32976371,1.0,TRE,44.2
67,10244,P H Glatfelter Co -Chillicothe Facility,OH,7,"PJM Interconnection, LLC",153982599.0,3419062.0,5403361.0,719712.0,4683649.0,4559193.0,336120.68114048097,304926.68161161366,GAS,61723,Pixelle Specialty Solutions LLC - (OH),45601,ross,39.324611,-82.974039,39141,0.0,336120.68114048097,0.0,0.0,336120.68114048097,1.0,RFC,92.8
68,10245,ArcelorMittal Burns Harbor,IN,7,"Midcontinent Independent System Operator, Inc.",281464362.0,3465428.0,8036405.0,1848143.0,6188262.0,7530510.0,470126.411235838,426495.882460163,GAS,56147,ArcelorMittal Burns Harbor Inc,46304,porter,41.635,-87.1387,18127,0.0,470126.411235838,0.0,0.0,470126.411235838,1.0,RFC,176.2
69,10250,Bay County Waste to Energy,FL,2,"Southern Company Services, Inc. - Trans",32232000.0,0.0,814629.0,814629.0,0.0,133647.0,38079.7943391371,34545.7628042612,MSW,23330,Bay County Board-County Comm,32404,bay,30.266057,-85.52067,12005,0.0,0.0,0.0,38079.7943391371,38079.7943391371,1.0,SERC,13.6
70,10252,Domtar Kingsport Mill,TN,7,"PJM Interconnection, LLC",14552116.0,275558.0,478252.0,73020.0,405232.0,424842.0,29154.7301774487,26448.997711556498,GAS,55849,Domtar Paper Co LLC Kingsport Mill,37660,sullivan,36.5489,-82.5667,47163,0.0,29154.7301774487,0.0,0.0,29154.7301774487,1.0,RFC,50.0
71,10261,Enterprise Products Operating,TX,7,"Electric Reliability Council of Texas, Inc.",154294000.0,0.0,2129992.0,2129992.0,0.0,2052016.0,124603.662324266,113039.700920136,GAS,29925,Enterprise Products Optg LP,77580,chambers,29.8247,-94.9197,48071,0.0,124603.662324266,0.0,0.0,124603.662324266,1.0,TRE,20.7
72,10262,California Institute of Technology,CA,5,California Independent System Operator,88134000.0,508979.0,1125932.0,428698.0,697234.0,1088107.0,65866.5622819644,59753.7533175763,GAS,2848,California Institute-Technology,91125,los angeles,34.138467,-118.1256,06037,0.0,65866.5622819644,0.0,0.0,65866.5622819644,1.0,WECC,13.0
73,10275,Florida's Natural Growers,FL,7,"Duke Energy Florida, Inc.",55208300.0,399606.0,739775.0,240266.0,499509.0,718229.0,43276.5354498675,39260.2154131067,GAS,3662,Citrus World Inc,33859,polk,27.9114,-81.6006,12105,0.0,43276.5354498675,0.0,0.0,43276.5354498675,1.0,SERC,10.7
74,10280,Central Plant,SC,4,Duke Energy Carolinas,0.0,0.0,19.0,19.0,0.0,9.0,1.3772371370999998,1.2494213345,PET,1947,Bob Jones University,29614,greenville,34.871811,-82.366035,45045,1.3772371370999998,0.0,0.0,0.0,1.3772371370999998,1.0,SERC,4.1
75,10287,Beowawe Power,NV,2,Nevada Power Company,99112000.0,0.0,338170.0,882494.0,0.0,0.0,2874.0438353457,2607.3154634362,GEO,2782,Terra-Gen Operating Co-Geo,89821,lander,40.5547,-116.6175,32015,0.0,0.0,0.0,2874.0438353457,2874.0438353457,1.0,WECC,20.6
76,10290,Bridgewater Power LP,NH,2,New England ISO,84460.0,0.0,1335.0,1335.0,0.0,227.0,107.661074466,97.6694860437,PET,2226,Bridgewater Power Co LP,3217,grafton,43.7155,-71.6585,33009,107.661074466,0.0,0.0,0.0,107.661074466,1.0,NPCC,20.0
77,10294,King City Power Plant,CA,3,California Independent System Operator,161447000.0,49329.0,1374191.0,1264572.0,109619.0,1337355.0,80389.6124178147,72928.977971346,GAS,2938,Calpine King City Cogen LLC,93930,monterey,36.225,-121.1278,06053,0.0,80389.6124178147,0.0,0.0,80389.6124178147,1.0,WECC,133.2
78,10298,Bayou Cogen Plant,TX,6,"Electric Reliability Council of Texas, Inc.",2108450506.0,0.0,29251111.0,29251111.0,0.0,28556058.0,1711178.05027137,1552370.54365542,GAS,327,Air Liquide Large Industries U S LP,77507,harris,29.6225,-95.0458,48201,0.0,1711178.05027137,0.0,0.0,1711178.05027137,1.0,TRE,318.4
79,10300,Desert View Power,CA,2,Imperial Irrigation District,3934299.0,0.0,63372.0,63372.0,0.0,62746.0,3707.2361252124,3363.1825503152,GAS,3998,Desert View Power Inc,92254,riverside,33.586,-116.0873,06065,0.0,3707.2361252124,0.0,0.0,3707.2361252124,1.0,WECC,55.5
80,10301,Louisiana Sugar Refining,LA,7,"Midcontinent Independent System Operator, Inc.",18786000.0,1828009.0,2129753.0,75811.0,2053942.0,2081871.0,124589.68092185,113027.01707507,GAS,57145,Louisiana Sugar Refining LLC,70052,st james,30.0497,-90.6839,22093,0.0,124589.68092185,0.0,0.0,124589.68092185,1.0,SERC,6.7
81,10302,Juniata Locomotive Shop,PA,4,"PJM Interconnection, LLC",8937000.0,0.0,88319.0,88319.0,0.0,84920.0,5166.6254393523,4687.1318509955,GAS,13657,Norfork Southern Corp,16601,blair,40.533299,-78.384125,42013,0.0,5166.6254393523,0.0,0.0,5166.6254393523,1.0,RFC,1.5
82,10305,Dutchess Cnty Resource Recovery Facility,NY,5,New York Independent System Operator,42299000.0,97.0,1374687.0,1373987.0,700.0,166537.0,63368.745844732905,57487.749110707504,MSW,12834,Dutchess County RRA,12601,dutchess,41.647,-73.943,36027,0.0,0.0,0.0,63368.745844732905,63368.745844732905,1.0,NPCC,9.2
83,10307,Bellingham Cogeneration Facility,MA,2,New England ISO,52684000.0,0.0,470732.0,470732.0,0.0,461359.0,27665.4309491153,25097.9143147195,GAS,21970,Northeast Energy Associates LP,2019,norfolk,42.0925,-71.4833,25021,0.0,27665.4309491153,0.0,0.0,27665.4309491153,1.0,NPCC,386.09999999999997
